FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
SE6_00074,nan,nan,nan,nan,nan,C,1.37,0.54,94,3.4,0.82,nan,nan,A,311.6,17.5,A,425.6,14.4,472.3
SE6_00075,nan,nan,nan,nan,nan,A,1.28,0.43,99.5,3.07,0.82,nan,nan,A,313.6,17.6,A,425.7,14.5,472.3
SE6_00076,nan,nan,nan,nan,nan,A,1.16,0.3,100,2.33,0.67,nan,nan,A,317.6,18.2,A,425.6,15.1,472.3
SE6_00077,nan,nan,nan,nan,nan,A,0.9,0.18,100,1.66,0.58,nan,nan,A,319.9,19.2,A,425.5,15.7,472.2
SE6_00078,nan,nan,nan,nan,nan,A,1.1,0.17,100,2.03,0.72,nan,nan,A,302.8,17.5,A,425.5,15.7,472.4
SE6_00079,nan,nan,nan,nan,nan,A,1.2,0.24,100,2.28,0.81,nan,nan,A,288.4,14.4,A,425.7,12.5,472.2
SE6_00080,nan,nan,nan,nan,nan,C,1.07,0.23,92.5,152.95,0.69,nan,nan,A,288.3,14.9,A,425.7,12.6,472.3
SE6_00081,nan,nan,nan,nan,nan,C,1.05,0.25,93,201.1,0.64,nan,nan,A,290.8,15.4,A,425.7,12.9,472.2
SE6_00082,nan,nan,nan,nan,nan,A,1.06,0.22,100,1.94,0.66,nan,nan,A,295.2,15.9,A,425.7,13.1,472.3
SE6_00083,nan,nan,nan,nan,nan,A,0.98,0.2,100,1.95,0.63,nan,nan,A,296.4,15.8,A,425.7,13.3,472.3
SE6_00084,nan,nan,nan,nan,nan,A,0.97,0.17,100,2,0.62,nan,nan,A,297.3,15.9,A,425.7,13.3,472.4
SE6_00085,nan,nan,nan,nan,nan,A,1.04,0.23,100,1.85,0.65,nan,nan,A,298.4,16.2,A,425.7,13.4,472.4
SE5_00005,nan,nan,nan,nan,nan,C,0.31,0.08,61.4,0.68,0.2,1.380000,2.240000,A,298.6,16.4,A,425.7,14.8,-1
SE5_00015,nan,nan,nan,nan,nan,C,0.36,0.13,82,1.03,0.22,1.210000,1.350000,A,301.7,15.8,A,425.8,14.6,-1
SE5_00025,nan,nan,nan,nan,nan,C,0.33,0.1,70.4,0.94,0.21,1.340000,1.850000,A,302.7,15.6,A,425.8,14.5,-1
SE5_00035,nan,nan,nan,nan,nan,C,0.33,0.16,62,1.11,0.2,1.320000,1.220000,A,302.5,15.9,A,425.8,14.6,-1
SE5_00045,nan,nan,nan,nan,nan,C,0.34,0.14,71,1.11,0.2,1.180000,1.640000,A,302.6,16.1,A,425.8,14.8,-1
SE5_00055,nan,nan,nan,nan,nan,C,0.36,0.16,72.8,1.05,0.21,nan,nan,A,301.4,15.8,A,425.7,14.5,-1
SE5_00065,nan,nan,nan,nan,nan,C,0.33,0.15,61.8,1.11,0.21,1.580000,1.720000,A,300.9,15.9,A,425.7,14.6,-1
SE5_00072,nan,nan,nan,nan,nan,C,0.39,0.18,78.7,1.13,0.2,1.160000,1.110000,nan,-1,-1,nan,-1,-1,-1
SE5_00073,nan,nan,nan,nan,nan,C,0.37,0.15,76.3,0.99,0.21,1.270000,1.640000,nan,-1,-1,nan,-1,-1,-1
SE5_00074,nan,nan,nan,nan,nan,C,0.39,0.14,83.3,0.88,0.21,1.200000,1.830000,A,301.1,16.2,A,425.8,14.8,-1
SE5_00075,nan,nan,nan,nan,nan,C,0.32,0.07,75.1,0.73,0.21,1.350000,2.390000,A,300.4,15.9,A,425.8,14.7,-1
SE5_00076,nan,nan,nan,nan,nan,C,0.36,0.13,81.6,1.02,0.22,nan,nan,A,301,16.3,A,425.8,14.9,-1
SE5_00077,nan,nan,nan,nan,nan,C,0.38,0.15,85.2,1.13,0.21,1.070000,1.190000,A,301.1,16.5,A,425.8,14.9,-1
SE5_00078,nan,nan,nan,nan,nan,C,0.37,0.13,80,1.02,0.2,nan,nan,A,301.3,16.4,A,425.7,14.9,-1
SE5_00079,nan,nan,nan,nan,nan,C,0.41,0.21,82.9,1.24,0.22,nan,nan,A,300.7,16.1,A,425.9,14.7,-1
SE5_00080,nan,nan,nan,nan,nan,C,0.38,0.16,77.7,1.25,0.22,nan,nan,A,299.9,16.2,A,425.7,14.8,-1
SE5_00081,nan,nan,nan,nan,nan,C,0.36,0.17,77.1,1.15,0.21,1.010000,0.880000,A,300.6,16.1,A,425.8,14.8,-1
SE5_00082,nan,nan,nan,nan,nan,C,0.34,0.11,74.5,0.89,0.21,1.230000,1.510000,B,0,20,B,0,20,-1
SE5_00083,nan,nan,nan,nan,nan,C,0.36,0.14,75.3,0.88,0.21,1.030000,1.060000,A,301.1,16.6,A,425.7,15,-1
SE5_00084,nan,nan,nan,nan,nan,C,0.37,0.18,80.7,1.2,0.23,0.990000,0.660000,A,300.2,16.7,A,425.8,15,-1
SE4_00004,nan,nan,nan,nan,nan,A,0.59,0.12,100,1.14,0.38,nan,nan,A,309,17.4,A,425.7,15.2,455.5
SE4_00005,nan,nan,nan,nan,nan,A,0.55,0.14,100,1.18,0.29,nan,nan,A,310,17,A,425.6,15,455.3
SE4_00006,nan,nan,nan,nan,nan,A,0.56,0.16,100,1.17,0.3,nan,nan,A,311.2,16.6,A,425.6,14.7,455.3
SE4_00007,nan,nan,nan,nan,nan,A,0.55,0.15,100,1.22,0.32,nan,nan,A,314.2,17,A,425.5,14.9,455.3
SE4_00008,nan,nan,nan,nan,nan,A,0.52,0.13,100,1.05,0.32,nan,nan,A,315.7,17.2,A,425.6,15,455.4
SE4_00018,nan,nan,nan,nan,nan,A,0.44,0.14,99.2,1.2,0.27,nan,nan,A,312.7,16.4,A,425.6,14.6,455.3
SE4_00028,nan,nan,nan,nan,nan,B,0.44,0.16,97,1.23,0.25,nan,nan,A,314.5,16.4,A,425.6,14.7,455.3
SE4_00039,nan,nan,nan,nan,nan,A,0.44,0.14,99.2,1.04,0.26,nan,nan,A,315.8,16.4,A,425.5,15,455.3
SE4_00048,nan,nan,nan,nan,nan,B,0.44,0.17,97.1,1.19,0.24,nan,nan,A,313.4,16.3,A,425.5,14.9,455.3
SE4_00058,nan,nan,nan,nan,nan,C,0.43,0.2,94.8,1.2,0.25,nan,nan,A,313.8,16.5,A,425.6,15.1,455.4
SE4_00068,nan,nan,nan,nan,nan,C,0.39,0.12,89.7,1.03,0.24,nan,nan,A,313.5,16.5,A,425.6,15.1,455.3
SE4_00077,nan,nan,nan,nan,nan,C,0.36,0.1,87,1.02,0.23,nan,nan,A,312.8,16.2,A,425.6,15.3,455.3
SE4_00078,nan,nan,nan,nan,nan,C,0.38,0.16,85.6,1.17,0.22,nan,nan,A,312.8,16.3,A,425.6,15.3,455.4
SE4_00079,nan,nan,nan,nan,nan,C,0.34,0.08,84.7,0.67,0.19,nan,nan,A,311.6,16.3,A,425.6,15.2,455.3
SE4_00080,nan,nan,nan,nan,nan,C,0.37,0.17,83.3,1.11,0.22,nan,nan,A,311,16.2,A,425.6,15.2,455.3
SE4_00081,nan,nan,nan,nan,nan,C,0.36,0.13,85.2,0.97,0.22,nan,nan,A,311.2,16.1,A,425.6,15.1,455.3
SE4_00082,nan,nan,nan,nan,nan,C,0.41,0.17,88.4,1.08,0.2,nan,nan,A,311.7,16.5,A,425.6,15.4,455.4
SE4_00083,nan,nan,nan,nan,nan,C,0.34,0.14,75.9,1.07,0.21,nan,nan,A,311.6,16.3,A,425.6,15.4,455.3
SE4_00084,nan,nan,nan,nan,nan,C,0.35,0.17,67.8,1.21,0.2,nan,nan,A,312.5,16.5,A,425.4,15.5,455.4
SE4_00085,nan,nan,nan,nan,nan,C,0.42,0.21,79.2,1.2,0.21,nan,nan,A,310.1,16.6,A,425.5,15.4,455.4
SE2_00004,nan,nan,nan,nan,nan,B,0.52,0.16,98.7,1.09,0.25,nan,nan,A,309.1,17.4,A,425.8,15.5,455.6
SE2_00005,nan,nan,nan,nan,nan,B,0.51,0.16,98.8,1.07,0.27,nan,nan,A,311.5,17.7,A,425.5,15.5,455.4
SE2_00006,nan,nan,nan,nan,nan,C,0.48,0.14,93.9,1.07,0.24,nan,nan,A,312.5,16.8,A,425.7,15,455.4
SE2_00007,nan,nan,nan,nan,nan,B,0.53,0.15,98.7,1.08,0.26,nan,nan,A,313.8,16.9,A,425.7,15.1,455.4
SE2_00008,nan,nan,nan,nan,nan,B,0.44,0.08,97.5,0.7,0.23,nan,nan,A,314.9,17.3,A,425.7,15.1,455.5
SE2_00018,nan,nan,nan,nan,nan,C,0.44,0.18,91.3,1.26,0.19,nan,nan,A,314,15.8,A,425.8,14.3,455.4
SE2_00028,nan,nan,nan,nan,nan,C,0.39,0.16,85.1,1.13,0.18,nan,nan,A,317.4,16.2,A,425.8,14.7,455.4
SE2_00039,nan,nan,nan,nan,nan,C,0.38,0.13,88.7,1.03,0.2,nan,nan,A,318.8,16.2,A,425.7,15,455.4
SE2_00048,nan,nan,nan,nan,nan,C,0.38,0.15,80.2,0.9,0.18,nan,nan,A,317.5,16.2,A,425.7,15,455.4
SE2_00058,nan,nan,nan,nan,nan,C,0.37,0.13,81.2,0.97,0.2,nan,nan,A,316.7,16.3,A,425.7,15.2,455.4
SE2_00068,nan,nan,nan,nan,nan,C,0.37,0.13,77.5,1,0.22,nan,nan,A,317.3,16.6,A,425.7,15.4,455.4
SE2_00077,nan,nan,nan,nan,nan,C,0.38,0.17,76.8,1.01,0.17,nan,nan,A,317.6,16.3,A,425.7,15.6,455.5
SE2_00078,nan,nan,nan,nan,nan,C,0.35,0.13,78,0.88,0.18,nan,nan,A,317.2,16.5,A,425.8,15.5,455.5
SE2_00079,nan,nan,nan,nan,nan,C,0.32,0.09,67.9,0.69,0.17,nan,nan,A,316.6,16,A,425.7,15.2,455.5
SE2_00080,nan,nan,nan,nan,nan,C,0.33,0.15,63.4,1.13,0.18,nan,nan,A,316,16,A,425.8,15.2,455.5
SE2_00081,nan,nan,nan,nan,nan,C,0.4,0.21,71.9,1.03,0.18,nan,nan,A,316,16,A,425.7,15.3,455.5
SE2_00082,nan,nan,nan,nan,nan,C,0.38,0.2,68.2,1.18,0.17,nan,nan,A,315.9,16.3,A,425.8,15.4,455.6
SE2_00083,nan,nan,nan,nan,nan,C,0.32,0.13,58.7,1.05,0.19,nan,nan,A,315.5,16.2,A,425.7,15.4,455.4
SE2_00084,nan,nan,nan,nan,nan,C,0.31,0.12,55.5,0.86,0.19,nan,nan,A,316.8,16.7,A,425.6,15.6,455.5
SE2_00085,nan,nan,nan,nan,nan,C,0.35,0.16,62.5,1.04,0.18,nan,nan,A,314,16.5,A,425.7,15.3,455.4
SE3_00002,nan,nan,nan,nan,nan,B,0.41,0.1,97.2,0.78,0.24,nan,nan,B,0,20,B,0,20,-1
SE3_00003,nan,nan,nan,nan,nan,A,0.42,0.13,99,1.14,0.26,nan,nan,B,0,20,B,0,20,-1
SE3_00004,nan,nan,nan,nan,nan,A,0.43,0.15,99,1.16,0.27,nan,nan,B,0,20,B,0,20,-1
SE3_00005,nan,nan,nan,nan,nan,B,0.42,0.13,97.2,1.14,0.26,nan,nan,B,0,20,B,0,20,-1
SE3_00006,nan,nan,nan,nan,nan,A,0.42,0.13,100,1.06,0.29,nan,nan,B,0,20,B,0,20,-1
SE3_00007,nan,nan,nan,nan,nan,B,0.37,0.07,95.7,0.7,0.23,nan,nan,B,0,20,B,0,20,-1
SE3_00008,nan,nan,nan,nan,nan,C,0.36,0.06,91.5,0.59,0.23,nan,nan,A,318,16.5,A,425.7,15.1,-1
SE3_00009,nan,nan,nan,nan,nan,C,0.37,0.07,94.8,0.67,0.25,nan,nan,A,318.1,16.3,A,425.9,15,-1
SE3_00010,nan,nan,nan,nan,nan,C,0.38,0.11,93,0.84,0.22,nan,nan,B,0,20,B,0,20,-1
SE3_00011,nan,nan,nan,nan,nan,C,0.35,0.07,91.5,0.79,0.22,nan,nan,B,0,20,B,0,20,-1
SE3_00012,nan,nan,nan,nan,nan,B,0.43,0.17,97.4,1.22,0.26,nan,nan,B,0,20,B,0,20,-1
SE3_00013,nan,nan,nan,nan,nan,C,0.39,0.14,93.7,1.09,0.21,nan,nan,B,0,20,B,0,20,-1
SE3_00014,nan,nan,nan,nan,nan,C,0.41,0.14,93.7,0.99,0.21,nan,nan,B,-3225.8,704.8,B,-4051.9,-844.4,-1
SE3_00024,nan,nan,nan,nan,nan,C,0.39,0.16,93.8,1.43,0.21,nan,nan,B,0,20,B,0,20,-1
SE3_00034,nan,nan,nan,nan,nan,C,0.41,0.18,91.8,1.15,0.23,nan,nan,B,-3383,695.1,B,-4157.3,-873.7,-1
SE3_00044,nan,nan,nan,nan,nan,C,0.37,0.13,91.8,0.96,0.24,nan,nan,B,84,0,B,-4238.4,-881.2,-1
SE3_00054,nan,nan,nan,nan,nan,C,0.4,0.19,89.2,1.39,0.23,nan,nan,B,0,20,B,0,20,-1
SE3_00064,nan,nan,nan,nan,nan,C,0.37,0.17,78.8,1.24,0.21,nan,nan,B,0,20,B,0,20,-1
SE3_00074,nan,nan,nan,nan,nan,C,0.32,0.07,75.4,0.63,0.22,nan,nan,B,0,20,B,0,20,-1
SE3_00084,nan,nan,nan,nan,nan,C,0.41,0.2,83.7,1.28,0.23,nan,nan,B,0,20,B,0,20,-1
SE1_00005,nan,nan,nan,nan,nan,C,0.31,0.09,53.7,0.64,0.22,1.470000,2.940000,nan,-1,-1,nan,-1,-1,-1
SE1_00015,nan,nan,nan,nan,nan,C,0.35,0.12,75.9,0.9,0.23,1.510000,2.990000,nan,-1,-1,nan,-1,-1,-1
SE1_00025,nan,nan,nan,nan,nan,C,0.34,0.13,64.8,0.77,0.22,1.290000,1.320000,nan,-1,-1,nan,-1,-1,-1
SE1_00035,nan,nan,nan,nan,nan,C,0.32,0.1,66.6,0.72,0.22,1.260000,2.280000,nan,-1,-1,nan,-1,-1,-1
SE1_00045,nan,nan,nan,nan,nan,C,0.32,0.11,60.3,0.81,0.21,1.490000,3.310000,nan,-1,-1,nan,-1,-1,-1
SE1_00055,nan,nan,nan,nan,nan,C,0.35,0.12,71.6,0.72,0.23,nan,nan,nan,-1,-1,nan,-1,-1,-1
SE1_00065,nan,nan,nan,nan,nan,C,0.34,0.14,65.3,0.95,0.22,nan,nan,A,300.4,15.9,A,425.8,15.1,-1
SE1_00072,nan,nan,nan,nan,nan,C,0.43,0.22,81.4,1.15,0.23,1.020000,0.750000,nan,-1,-1,nan,-1,-1,-1
SE1_00073,nan,nan,nan,nan,nan,C,0.39,0.16,84.9,1.02,0.23,1.100000,1.550000,nan,-1,-1,nan,-1,-1,-1
SE1_00074,nan,nan,nan,nan,nan,C,0.47,0.25,83.3,1.08,0.2,0.990000,1.320000,nan,-1,-1,nan,-1,-1,-1
SE1_00075,nan,nan,nan,nan,nan,C,0.31,0.11,57.6,0.99,0.21,1.590000,5.700000,nan,-1,-1,nan,-1,-1,-1
SE1_00076,nan,nan,nan,nan,nan,C,0.36,0.11,79.6,0.77,0.24,nan,nan,nan,-1,-1,nan,-1,-1,-1
SE1_00077,nan,nan,nan,nan,nan,C,0.37,0.15,77.3,0.91,0.21,1.210000,1.930000,nan,-1,-1,nan,-1,-1,-1
SE1_00078,nan,nan,nan,nan,nan,C,0.36,0.15,74,0.96,0.22,nan,nan,nan,-1,-1,nan,-1,-1,-1
SE1_00079,nan,nan,nan,nan,nan,C,0.37,0.15,64.8,1.01,0.23,nan,nan,nan,-1,-1,nan,-1,-1,-1
SE1_00080,nan,nan,nan,nan,nan,C,0.33,0.09,71.6,0.65,0.21,nan,nan,nan,-1,-1,nan,-1,-1,-1
SE1_00081,nan,nan,nan,nan,nan,C,0.34,0.1,68.5,0.77,0.2,1.300000,2.600000,nan,-1,-1,nan,-1,-1,-1
SE1_00082,nan,nan,nan,nan,nan,C,0.33,0.12,62.9,0.97,0.22,1.420000,1.500000,nan,-1,-1,nan,-1,-1,-1
SE1_00083,nan,nan,nan,nan,nan,C,0.36,0.16,74,1.06,0.21,1.210000,1.320000,nan,-1,-1,nan,-1,-1,-1
SE1_00084,nan,nan,nan,nan,nan,C,0.33,0.1,61.1,0.7,0.21,1.410000,1.990000,nan,-1,-1,nan,-1,-1,-1
SS3_00002,nan,nan,nan,nan,nan,B,0.45,0.15,98.1,1.17,0.26,nan,nan,B,0,20,B,0,20,-1
SS3_00003,nan,nan,nan,nan,nan,A,0.43,0.13,99,1.03,0.27,nan,nan,B,0,20,B,0,20,-1
SS3_00004,nan,nan,nan,nan,nan,A,0.44,0.11,99,0.95,0.26,nan,nan,B,0,20,B,0,20,-1
SS3_00005,nan,nan,nan,nan,nan,B,0.42,0.08,98.1,0.82,0.25,nan,nan,B,0,20,B,0,20,-1
SS3_00006,nan,nan,nan,nan,nan,A,0.44,0.15,100,1.31,0.28,nan,nan,B,0,20,B,0,20,-1
SS3_00007,nan,nan,nan,nan,nan,A,0.38,0.04,99.1,0.57,0.27,nan,nan,B,0,20,B,0,20,-1
SS3_00008,nan,nan,nan,nan,nan,B,0.38,0.05,98.2,0.64,0.27,nan,nan,B,0,20,B,0,20,-1
SS3_00009,nan,nan,nan,nan,nan,B,0.38,0.05,98.3,0.55,0.26,nan,nan,B,0,20,B,0,20,-1
SS3_00010,nan,nan,nan,nan,nan,B,0.41,0.11,98.2,0.89,0.25,nan,nan,A,316.6,16.6,A,425.6,15.6,0
SS3_00011,nan,nan,nan,nan,nan,B,0.37,0.06,98.2,0.68,0.26,nan,nan,A,316.3,16.4,A,425.7,15.6,0
SS3_00012,nan,nan,nan,nan,nan,B,0.37,0.07,98.1,0.9,0.25,nan,nan,B,0,20,B,0,20,-1
SS3_00013,nan,nan,nan,nan,nan,B,0.39,0.09,96.4,0.99,0.24,nan,nan,A,315.7,16.5,A,425.8,15.5,0
SS3_00014,nan,nan,nan,nan,nan,B,0.41,0.15,98.2,1.29,0.24,nan,nan,B,0,20,B,0,20,-1
SS3_00024,nan,nan,nan,nan,nan,B,0.39,0.11,95.5,1.06,0.24,nan,nan,B,0,20,B,0,20,-1
SS3_00034,nan,nan,nan,nan,nan,C,0.39,0.12,94.6,0.9,0.24,nan,nan,A,314.2,16.5,A,425.7,15.6,0
SS3_00044,nan,nan,nan,nan,nan,C,0.41,0.16,93.8,1.13,0.22,nan,nan,B,0,20,B,0,20,0
SS3_00054,nan,nan,nan,nan,nan,C,0.41,0.19,91.3,1.65,0.23,nan,nan,B,0,20,B,0,20,-1
SS3_00064,nan,nan,nan,nan,nan,C,0.37,0.13,87.2,1.2,0.22,nan,nan,B,0,20,B,0,20,-1
SS3_00074,nan,nan,nan,nan,nan,C,0.36,0.13,88,1.13,0.22,nan,nan,B,0,20,B,0,20,0
SS3_00084,nan,nan,nan,nan,nan,C,0.37,0.13,93.5,0.89,0.23,nan,nan,B,0,20,B,0,20,-1
LE8_00005,nan,nan,nan,nan,nan,B,0.55,0.19,98.2,1.24,0.19,nan,nan,A,314.3,16.5,A,450.7,13.8,485.5
LE8_00016,nan,nan,nan,nan,nan,B,0.44,0.15,96.2,1.27,0.18,nan,nan,A,313.8,16.7,A,450.8,14,485.5
LE8_00025,nan,nan,nan,nan,nan,C,0.38,0.12,92.7,1.22,0.19,nan,nan,A,312.1,16.7,A,450.8,14,485.5
LE8_00028,nan,nan,nan,nan,nan,C,0.39,0.14,91.3,1.04,0.15,nan,nan,A,311.3,16.8,A,450.8,14.1,485.5
LE8_00037,nan,nan,nan,nan,nan,C,0.36,0.13,81,0.93,0.16,nan,nan,A,310.9,17.2,A,450.8,14.4,485.5
LE8_00055,nan,nan,nan,nan,nan,C,0.39,0.16,77.5,1.39,0.16,nan,nan,A,311.1,17.5,A,450.8,14.5,485.6
LE8_00065,nan,nan,nan,nan,nan,C,0.36,0.12,79,0.85,0.17,nan,nan,A,311.6,17.6,A,450.8,14.4,485.6
LE8_00076,nan,nan,nan,nan,nan,C,0.34,0.13,69.9,1.16,0.17,nan,nan,A,309,17.4,A,450.6,14.3,485.1
LE8_00080,nan,nan,nan,nan,nan,B,0.63,0.31,97.6,1.64,0.22,nan,nan,A,311.4,17.6,A,450.9,14.4,485.6
LE8_00081,nan,nan,nan,nan,nan,C,0.42,0.15,86.9,1.06,0.18,nan,nan,A,311.2,17.6,A,450.8,14.4,485.6
LE8_00082,nan,nan,nan,nan,nan,C,0.39,0.15,81.9,1.14,0.2,nan,nan,A,312.5,17.8,A,450.9,14.5,485.6
LE8_00083,nan,nan,nan,nan,nan,C,0.45,0.2,86.5,1.15,0.17,nan,nan,A,312,17.9,A,450.9,14.6,485.7
LE8_00084,nan,nan,nan,nan,nan,C,0.37,0.12,83,1.03,0.17,nan,nan,A,311.1,17.7,A,450.9,14.5,485.6
LS8_00001,nan,nan,nan,nan,nan,B,1.63,0.34,96,3.35,1.04,nan,nan,A,309.6,17.4,A,450.7,14.3,0
LS8_00002,nan,nan,nan,nan,nan,B,1.76,0.36,95.4,8.57,1.18,nan,nan,A,283.5,15.4,A,451,13,0
LS8_00003,nan,nan,nan,nan,nan,A,1.38,0.23,99.7,2.89,0.97,nan,nan,A,289.8,16,A,450.8,13.2,0
LS8_00004,nan,nan,nan,nan,nan,A,1.39,0.27,99.7,3.01,0.96,nan,nan,A,297.9,16.7,A,450.8,13.5,0
LS8_00005,nan,nan,nan,nan,nan,A,1.37,0.31,99.4,2.83,0.88,nan,nan,A,301.4,18.3,A,450.8,13.8,0
LS8_00006,nan,nan,nan,nan,nan,A,1.2,0.24,100,2.25,0.73,nan,nan,A,302.8,18,A,450.8,13.7,0
LS8_00007,nan,nan,nan,nan,nan,A,1.3,0.26,100,2.36,0.79,nan,nan,A,300,17.5,A,450.8,14.1,0
LS8_00008,nan,nan,nan,nan,nan,A,1.23,0.24,100,2.51,0.84,nan,nan,A,303.2,18,A,450.8,14.1,0
LS8_00009,nan,nan,nan,nan,nan,A,1.17,0.24,100,2.45,0.75,nan,nan,A,311.3,18.4,A,450.8,14.3,0
LS8_00010,nan,nan,nan,nan,nan,A,1.16,0.26,100,2.53,0.73,nan,nan,A,314.7,18.9,A,450.8,14.4,0
LS8_00011,nan,nan,nan,nan,nan,A,1.12,0.22,100,2.09,0.78,nan,nan,A,316.6,18.9,A,450.8,14.6,0
LS8_00012,nan,nan,nan,nan,nan,B,1.35,0.33,98.8,3.41,0.83,nan,nan,A,319.5,18.9,A,450.8,14.7,0
LS7_00011,nan,nan,nan,nan,nan,A,1.18,0.13,100,1.83,0.91,nan,nan,A,308.4,16.6,A,450.4,13.2,0
LS7_00012,nan,nan,nan,nan,nan,A,1.18,0.15,100,1.76,0.79,nan,nan,A,307.9,16.3,A,450.4,13.2,0
LS7_00013,nan,nan,nan,nan,nan,A,1.18,0.14,100,2.22,0.75,nan,nan,A,311,16,A,450.4,13.2,0
LS7_00014,nan,nan,nan,nan,nan,A,1.13,0.13,100,1.57,0.69,nan,nan,A,310.6,16,A,450.4,13.2,0
LS7_00015,nan,nan,nan,nan,nan,A,1.16,0.13,100,1.86,0.77,nan,nan,A,311.7,16.4,A,450.4,13.2,0
LS7_00016,nan,nan,nan,nan,nan,A,1.17,0.13,100,1.98,0.7,nan,nan,A,312.2,16.2,A,450.4,13.3,0
LS7_00017,nan,nan,nan,nan,nan,A,1.15,0.13,100,1.51,0.78,nan,nan,A,312,16.1,A,450.4,13.2,0
LS7_00018,nan,nan,nan,nan,nan,A,1.17,0.14,100,2.1,0.83,nan,nan,A,313,16.1,A,450.4,13.3,0
LS7_00019,nan,nan,nan,nan,nan,A,1.15,0.13,100,1.6,0.79,nan,nan,A,313,16.1,A,450.4,12.9,0
LS7_00020,nan,nan,nan,nan,nan,A,1.15,0.16,99.6,2.93,0.83,nan,nan,A,312.9,16.2,A,450.4,13.2,0
LS7_00050,nan,nan,nan,nan,nan,A,1.15,0.18,100,1.77,0.67,nan,nan,A,314.7,17.2,A,450.4,14.2,0
LS7_00051,nan,nan,nan,nan,nan,A,1.16,0.17,100,1.7,0.68,nan,nan,A,314.6,17.3,A,450.4,14.3,0
LS7_00052,nan,nan,nan,nan,nan,A,1.15,0.17,100,1.78,0.67,nan,nan,A,314.5,17.2,A,450.3,14.2,0
LS7_00053,nan,nan,nan,nan,nan,A,1.16,0.18,100,1.78,0.61,nan,nan,A,313.9,17.2,A,450.3,14.1,0
LS7_00054,nan,nan,nan,nan,nan,A,1.16,0.2,100,1.76,0.69,nan,nan,A,312.8,17,A,450.4,14.1,0
LS7_00055,nan,nan,nan,nan,nan,A,1.08,0.11,100,1.52,0.77,nan,nan,A,314.7,17.1,A,450.3,14.2,0
LS7_00056,nan,nan,nan,nan,nan,A,1.07,0.13,100,1.59,0.62,nan,nan,A,315,17.2,A,450.4,14.2,0
LS7_00057,nan,nan,nan,nan,nan,A,1.09,0.15,100,1.64,0.63,nan,nan,A,315.5,17.4,A,450.4,14.3,0
LS7_00058,nan,nan,nan,nan,nan,A,1.12,0.15,100,1.63,0.67,nan,nan,A,316,17.2,A,450.3,14.3,0
LS7_00059,nan,nan,nan,nan,nan,A,1.1,0.14,100,1.77,0.7,nan,nan,A,315.6,17.4,A,450.4,14.3,0
LS7_00060,nan,nan,nan,nan,nan,A,1.1,0.15,100,1.68,0.73,nan,nan,A,315.6,17.4,A,450.3,14.3,0
LS7_00061,nan,nan,nan,nan,nan,A,1.14,0.2,100,2.17,0.65,nan,nan,A,315.2,17.3,A,450.3,14.3,0
LS7_00062,nan,nan,nan,nan,nan,A,1.16,0.18,100,2.16,0.71,nan,nan,A,315.6,17.7,A,450.4,14.4,0
LS7_00063,nan,nan,nan,nan,nan,A,1.19,0.2,99.7,2.71,0.77,nan,nan,A,315.8,17.4,A,450.3,14.3,0
LS7_00064,nan,nan,nan,nan,nan,A,1.16,0.17,100,1.85,0.8,nan,nan,A,313.2,17.7,A,450.5,14.2,0
LS7_00065,nan,nan,nan,nan,nan,A,1.12,0.17,100,1.72,0.67,nan,nan,A,312.8,17.3,A,450.3,14.1,0
LS7_00066,nan,nan,nan,nan,nan,A,1.2,0.2,100,1.87,0.72,nan,nan,A,314.5,17.4,A,450.3,14.3,0
LS7_00067,nan,nan,nan,nan,nan,A,1.19,0.2,100,1.96,0.66,nan,nan,A,314.8,17.7,A,450.4,14.4,0
LS7_00068,nan,nan,nan,nan,nan,A,1.23,0.18,100,1.9,0.91,nan,nan,A,315.8,17.9,A,450.4,14.5,0
LS7_00069,nan,nan,nan,nan,nan,A,1.25,0.18,100,1.93,0.75,nan,nan,A,318.6,16.7,A,450.5,13.6,0
LS7_00070,nan,nan,nan,nan,nan,A,1.24,0.21,100,2.33,0.72,nan,nan,A,314.9,17.5,A,450.4,14.3,0
LS7_00071,nan,nan,nan,nan,nan,A,1.25,0.19,100,2.01,0.93,nan,nan,A,316.6,17.7,A,450.4,14.5,0
LS7_00072,nan,nan,nan,nan,nan,A,1.24,0.19,100,2.26,0.8,nan,nan,A,318.3,17.5,A,450.4,14.5,0
LS7_00073,nan,nan,nan,nan,nan,A,1.24,0.21,100,2.03,0.73,nan,nan,A,315.3,17.7,A,450.5,14.4,0
LS7_00074,nan,nan,nan,nan,nan,A,1.19,0.22,100,1.97,0.75,nan,nan,A,317.4,17.7,A,450.5,14.5,0
LS7_00075,nan,nan,nan,nan,nan,A,1.24,0.2,100,2.06,0.84,nan,nan,A,316.9,17.6,A,450.4,14.4,0
LS7_00076,nan,nan,nan,nan,nan,A,1.22,0.22,100,2.18,0.77,nan,nan,A,315,17.5,A,450.4,14.4,0
LS7_00077,nan,nan,nan,nan,nan,A,1.13,0.17,100,1.75,0.71,nan,nan,A,314.2,17.8,A,450.5,14.4,0
