FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
LS7_00078,nan,nan,nan,nan,nan,A,1.17,0.18,100,1.84,0.72,nan,nan,A,315.4,16.9,A,450.5,13.5,0
LS7_00079,nan,nan,nan,nan,nan,A,1.2,0.17,100,1.93,0.71,nan,nan,A,316.4,16.5,A,450.5,13.5,0
LS7_00080,nan,nan,nan,nan,nan,A,1.26,0.15,100,1.86,0.76,nan,nan,A,317.7,16.7,A,450.4,13.6,0
LS7_00081,nan,nan,nan,nan,nan,A,1.21,0.14,100,1.77,0.82,nan,nan,A,316.9,17.7,A,450.4,14.5,0
LS7_00082,nan,nan,nan,nan,nan,A,1.25,0.16,100,1.8,0.77,nan,nan,A,317.8,17.9,A,450.4,14.7,0
LS7_00083,nan,nan,nan,nan,nan,A,1.25,0.18,100,1.84,0.8,nan,nan,A,317.2,17.8,A,450.5,14.5,0
LS7_00084,nan,nan,nan,nan,nan,A,1.26,0.17,100,1.92,0.77,nan,nan,A,317.5,18,A,450.4,14.6,0
LS7_00085,nan,nan,nan,nan,nan,A,1.3,0.16,100,2.03,0.88,nan,nan,A,319.5,16.7,A,450.7,13.4,0
LS6_00001,nan,nan,nan,nan,nan,A,1.38,0.22,100,2.2,0.76,nan,nan,A,305,16.1,A,450.6,13.5,0
LS6_00002,nan,nan,nan,nan,nan,A,1.21,0.22,100,2.36,0.76,nan,nan,A,294.8,15,A,450.7,12.8,0
LS6_00003,nan,nan,nan,nan,nan,A,1.15,0.19,99.3,3.19,0.75,nan,nan,A,292,15.1,A,450.7,12.8,0
LS6_00004,nan,nan,nan,nan,nan,A,1.15,0.2,100,1.85,0.67,nan,nan,A,293.1,15.3,A,450.7,12.9,0
LS6_00005,nan,nan,nan,nan,nan,A,1.22,0.25,99.6,2.62,0.68,nan,nan,A,295.9,15.1,A,450.7,12.9,0
LS6_00006,nan,nan,nan,nan,nan,A,1.16,0.19,99.6,2.62,0.68,nan,nan,A,297.9,15.2,A,450.7,13,0
LS6_00007,nan,nan,nan,nan,nan,A,1.2,0.24,99.3,2.87,0.8,nan,nan,A,299.6,15.2,A,450.7,13,0
LS6_00008,nan,nan,nan,nan,nan,A,1.43,0.22,100,2.51,0.95,nan,nan,A,308.2,15.2,A,450.7,13.2,0
LS6_00009,nan,nan,nan,nan,nan,A,1.13,0.22,100,2.44,0.71,nan,nan,A,299.6,15.6,A,450.7,13,0
LS6_00010,nan,nan,nan,nan,nan,A,1.19,0.19,99.6,3.15,0.75,nan,nan,A,302.5,15.5,A,450.7,13,0
LS6_00011,nan,nan,nan,nan,nan,A,1.14,0.19,99.3,3.14,0.74,nan,nan,A,303.8,15.3,A,450.7,13.1,0
LS6_00012,nan,nan,nan,nan,nan,A,1.16,0.13,100,2.38,0.84,nan,nan,A,306.4,15.6,A,450.6,13.1,0
LS6_00013,nan,nan,nan,nan,nan,A,1.15,0.13,99.6,3.13,0.77,nan,nan,A,305.6,15.5,A,450.7,13.2,0
LS6_00014,nan,nan,nan,nan,nan,A,1.16,0.14,100,2,0.68,nan,nan,A,306.7,15.3,A,450.7,13.1,0
LS6_00015,nan,nan,nan,nan,nan,A,1.15,0.13,100,1.76,0.73,nan,nan,A,308.4,15.5,A,450.6,13.2,0
LS6_00016,nan,nan,nan,nan,nan,A,1.17,0.14,100,1.99,0.76,nan,nan,A,307.3,16,A,450.7,13.2,0
LS6_00017,nan,nan,nan,nan,nan,A,1.17,0.15,100,1.95,0.82,nan,nan,A,308.7,15.8,A,450.6,13.2,0
LS6_00018,nan,nan,nan,nan,nan,A,1.13,0.13,100,1.99,0.85,nan,nan,A,306.4,15.5,A,450.6,13.1,0
LS6_00019,nan,nan,nan,nan,nan,A,1.19,0.13,100,2.12,0.83,nan,nan,A,309.7,15.7,A,450.6,13.2,0
LS6_00033,nan,nan,nan,nan,nan,A,1.21,0.15,100,1.95,0.8,nan,nan,A,312.4,15.8,A,450.6,13.2,0
LS6_00034,nan,nan,nan,nan,nan,A,1.19,0.17,100,1.92,0.78,nan,nan,A,312,15.8,A,450.4,13.4,0
LS6_00035,nan,nan,nan,nan,nan,A,1.24,0.15,100,2.02,0.81,nan,nan,A,311.1,16.1,A,450.6,13.3,0
LS6_00036,nan,nan,nan,nan,nan,A,1.28,0.19,100,2.49,0.83,nan,nan,A,312.4,16,A,450.7,13.2,0
LS6_00037,nan,nan,nan,nan,nan,A,1.32,0.18,100,2.19,0.9,nan,nan,A,314.4,15.7,A,450.6,13.2,0
LS6_00038,nan,nan,nan,nan,nan,A,1.35,0.27,99.6,2.71,0.79,nan,nan,A,312.8,15.6,A,450.7,13.2,0
LS6_00039,nan,nan,nan,nan,nan,A,1.33,0.21,100,2.48,0.89,nan,nan,A,312.3,16,A,450.7,13.2,0
LS6_00040,nan,nan,nan,nan,nan,A,1.49,0.24,99,2.89,0.96,nan,nan,A,317.6,15.9,A,450.6,13.3,0
LS6_00041,nan,nan,nan,nan,nan,A,1.35,0.17,100,2.23,1,nan,nan,A,313.8,15.7,A,450.6,13.2,0
LS6_00042,nan,nan,nan,nan,nan,A,1.35,0.15,100,2.13,1.03,nan,nan,A,312.9,15.8,A,450.6,13.3,0
LS6_00043,nan,nan,nan,nan,nan,A,1.36,0.23,100,2.54,0.89,nan,nan,A,313,15.7,A,450.5,13.2,0
LS6_00044,nan,nan,nan,nan,nan,B,1.82,0.23,98.6,3.26,1.14,nan,nan,A,327.1,15.9,A,450.5,13.4,0
LS6_00045,nan,nan,nan,nan,nan,A,1.26,0.19,100,2.17,0.81,nan,nan,A,310.2,15.3,A,450.6,13.1,0
LS6_00046,nan,nan,nan,nan,nan,B,1.37,0.27,98.6,2.82,0.96,nan,nan,A,312.3,16,A,450.6,13.1,0
LS6_00047,nan,nan,nan,nan,nan,A,1.39,0.28,99.6,2.95,0.82,nan,nan,A,313.8,16,A,450.6,13.2,0
LS6_00048,nan,nan,nan,nan,nan,A,1.41,0.23,99.3,2.93,0.98,nan,nan,A,314.1,16.3,A,450.6,13.3,-1
LS6_00049,nan,nan,nan,nan,nan,A,1.45,0.26,99,2.76,0.93,nan,nan,A,315.6,16.2,A,450.6,13.3,0
LS6_00050,nan,nan,nan,nan,nan,A,1.34,0.21,100,2.54,0.91,nan,nan,A,312.9,16.1,A,450.6,13.2,0
LS6_00051,nan,nan,nan,nan,nan,A,1.37,0.24,100,2.48,0.76,nan,nan,A,314.2,15.8,A,450.5,13.2,0
LS6_00052,nan,nan,nan,nan,nan,A,1.35,0.25,99,2.84,0.87,nan,nan,A,313.8,15.8,A,450.6,13.2,0
LS6_00053,nan,nan,nan,nan,nan,A,1.34,0.22,100,2.35,0.86,nan,nan,A,315,15.9,A,450.6,13.3,0
LS6_00054,nan,nan,nan,nan,nan,A,1.36,0.23,99.3,2.87,0.82,nan,nan,A,314.8,15.7,A,450.5,13.3,0
LS6_00055,nan,nan,nan,nan,nan,A,1.32,0.2,100,2.54,0.83,nan,nan,A,313.7,15.9,A,450.6,13.2,0
LS6_00056,nan,nan,nan,nan,nan,A,1.33,0.21,100,2.55,0.92,nan,nan,A,314.3,15.8,A,450.5,13.3,0
LS6_00057,nan,nan,nan,nan,nan,A,1.3,0.21,100,2.45,0.87,nan,nan,A,314.4,16,A,450.5,13.3,0
LS6_00058,nan,nan,nan,nan,nan,A,1.29,0.18,100,2.18,0.81,nan,nan,A,314.1,16,A,450.5,13.4,0
LS6_00059,nan,nan,nan,nan,nan,A,1.28,0.18,100,2.18,0.85,nan,nan,A,314,15.8,A,450.5,13.3,0
LS6_00060,nan,nan,nan,nan,nan,A,1.26,0.17,100,2.3,0.9,nan,nan,A,315.3,15.6,A,450.6,13.3,0
LS6_00061,nan,nan,nan,nan,nan,A,1.22,0.13,100,1.9,0.93,nan,nan,A,314.2,15.9,A,450.5,13.3,0
LS6_00062,nan,nan,nan,nan,nan,A,1.27,0.2,100,2.55,0.83,nan,nan,A,314.1,15.8,A,450.6,13.2,0
LS6_00063,nan,nan,nan,nan,nan,A,1.26,0.19,100,2.15,0.79,nan,nan,A,313.2,15.9,A,450.5,13.3,0
LS6_00064,nan,nan,nan,nan,nan,A,1.28,0.21,100,2.49,0.78,nan,nan,A,314.1,16.1,A,450.6,13.4,0
LS6_00065,nan,nan,nan,nan,nan,A,1.29,0.21,100,2.52,0.8,nan,nan,A,313.9,16.1,A,450.6,13.3,0
LS6_00066,nan,nan,nan,nan,nan,A,1.29,0.26,99.6,2.68,0.91,nan,nan,A,315,15.8,A,450.5,13.3,0
LS6_00067,nan,nan,nan,nan,nan,A,1.25,0.2,100,2.39,0.8,nan,nan,A,314.2,16.1,A,450.5,13.3,0
LS6_00068,nan,nan,nan,nan,nan,A,1.22,0.21,99.6,2.77,0.89,nan,nan,A,313.9,16,A,450.5,13.3,0
LS6_00069,nan,nan,nan,nan,nan,A,1.24,0.19,100,2.46,0.87,nan,nan,A,314,15.7,A,450.5,13.3,0
LS6_00070,nan,nan,nan,nan,nan,A,1.22,0.22,99.3,3.4,0.77,nan,nan,A,312.8,16.1,A,450.5,13.4,0
LS6_00071,nan,nan,nan,nan,nan,A,1.22,0.16,100,2.24,0.91,nan,nan,A,314.6,15.8,A,450.5,13.1,0
LS6_00072,nan,nan,nan,nan,nan,A,1.19,0.19,100,2.08,0.68,nan,nan,A,312.2,16.4,A,450.5,13.7,0
LS6_00073,nan,nan,nan,nan,nan,A,1.23,0.22,99.6,2.84,0.91,nan,nan,A,313.4,15.9,A,450.5,13.3,0
LS6_00074,nan,nan,nan,nan,nan,A,1.25,0.15,100,1.98,0.93,nan,nan,A,313.6,16.2,A,450.6,13.3,0
LS6_00075,nan,nan,nan,nan,nan,A,1.25,0.13,100,2.26,0.92,nan,nan,A,315.9,15.7,A,450.6,13.4,0
LS6_00076,nan,nan,nan,nan,nan,A,1.28,0.16,100,2.38,0.93,nan,nan,A,315,16,A,450.6,13.4,0
LS6_00077,nan,nan,nan,nan,nan,A,1.22,0.13,100,1.98,0.91,nan,nan,A,315.1,15.3,A,450.6,13,0
LS6_00078,nan,nan,nan,nan,nan,A,1.22,0.18,99.6,2.77,0.86,nan,nan,A,314.5,16,A,450.6,13.3,0
LS6_00079,nan,nan,nan,nan,nan,A,1.22,0.2,99.3,3.14,0.8,nan,nan,A,314.2,16.2,A,450.6,13.4,0
LS6_00080,nan,nan,nan,nan,nan,A,1.21,0.13,100,1.75,0.84,nan,nan,A,313.4,16.5,A,450.5,13.5,0
LS6_00081,nan,nan,nan,nan,nan,A,1.2,0.15,100,1.95,0.93,nan,nan,A,313.7,16.2,A,450.6,13.3,0
LS6_00082,nan,nan,nan,nan,nan,A,1.21,0.15,99.3,2.71,0.77,nan,nan,A,313.9,15.7,A,450.6,13.3,0
LS6_00083,nan,nan,nan,nan,nan,A,1.18,0.13,100,2.06,0.9,nan,nan,A,313.5,15.7,A,450.6,13.3,0
LS6_00084,nan,nan,nan,nan,nan,A,1.21,0.15,100,2.17,0.95,nan,nan,A,313.8,16.1,A,450.6,13.3,0
LS6_00085,nan,nan,nan,nan,nan,A,1.21,0.17,100,2.44,0.85,nan,nan,A,315.5,16,A,450.6,13.4,0
LE7_00011,nan,nan,nan,nan,nan,A,1.09,0.16,100,1.8,0.66,nan,nan,A,314.7,16.1,A,450.5,13.2,480.1
LE7_00012,nan,nan,nan,nan,nan,A,1.06,0.13,100,1.71,0.71,nan,nan,A,313.8,16,A,450.5,13.1,480
LE7_00013,nan,nan,nan,nan,nan,A,1.08,0.15,99.6,2.78,0.72,nan,nan,A,316.4,15.8,A,450.5,13.2,480.1
LE7_00014,nan,nan,nan,nan,nan,A,1.11,0.13,100,1.64,0.75,nan,nan,A,317.5,16.1,A,450.5,13.3,480.1
LE7_00015,nan,nan,nan,nan,nan,A,1.1,0.15,100,1.82,0.69,nan,nan,A,315.4,15.7,A,450.5,13.2,480.1
LE7_00016,nan,nan,nan,nan,nan,A,1.12,0.15,100,1.98,0.76,nan,nan,A,316.3,16.1,A,450.5,13.2,480.1
LE7_00017,nan,nan,nan,nan,nan,A,1.09,0.13,100,1.65,0.65,nan,nan,A,317.6,15.4,A,450.5,12.9,480.1
LE7_00018,nan,nan,nan,nan,nan,A,1.15,0.16,100,2.37,0.71,nan,nan,A,318.2,15.9,A,450.5,13.3,480.1
LE7_00019,nan,nan,nan,nan,nan,A,1.16,0.12,100,2.51,0.77,nan,nan,A,318.7,16,A,450.4,13.2,480.1
LE7_00020,nan,nan,nan,nan,nan,A,1.15,0.22,99.3,3.11,0.66,nan,nan,A,317.7,16.2,A,450.5,13.3,480
LE7_00046,nan,nan,nan,nan,nan,A,1.27,0.22,100,2.18,0.82,nan,nan,A,321.1,16.4,A,450.6,13.4,480.2
LE7_00047,nan,nan,nan,nan,nan,A,1.2,0.18,100,2.16,0.71,nan,nan,A,321.4,16,A,450.6,13.4,480.2
LE7_00048,nan,nan,nan,nan,nan,A,1.21,0.2,100,1.98,0.8,nan,nan,A,321.3,16,A,450.6,13.4,480.2
LE7_00049,nan,nan,nan,nan,nan,A,1.21,0.18,100,2.11,0.73,nan,nan,A,319.8,16.4,A,450.6,13.3,480.1
LE7_00050,nan,nan,nan,nan,nan,A,1.24,0.17,100,2.14,0.73,nan,nan,A,321.7,15.9,A,450.6,13.4,480.1
LE7_00051,nan,nan,nan,nan,nan,A,1.17,0.14,100,1.76,0.78,nan,nan,A,321.4,15.7,A,450.5,13.3,480.1
LE7_00052,nan,nan,nan,nan,nan,A,1.15,0.13,100,1.66,0.73,nan,nan,A,321.6,15.8,A,450.5,13.4,480.1
LE7_00053,nan,nan,nan,nan,nan,A,1.29,0.19,100,1.95,0.75,nan,nan,A,327.6,16.4,A,450.5,13.6,480.2
LE7_00054,nan,nan,nan,nan,nan,A,1.2,0.16,100,1.86,0.84,nan,nan,A,320.6,15.8,A,450.6,13.3,480.2
LE7_00055,nan,nan,nan,nan,nan,A,1.16,0.16,100,1.8,0.75,nan,nan,A,320.7,15.8,A,450.5,13.3,480.2
LE7_00056,nan,nan,nan,nan,nan,A,1.13,0.18,100,1.72,0.76,nan,nan,A,321.5,15.7,A,450.6,13.4,480.3
LE7_00057,nan,nan,nan,nan,nan,A,1.15,0.14,100,1.65,0.71,nan,nan,A,321.6,16.3,A,450.7,13.4,480.3
LE7_00058,nan,nan,nan,nan,nan,A,1.18,0.18,100,1.82,0.78,nan,nan,A,321.8,16.1,A,450.7,13.5,480.3
LE7_00059,nan,nan,nan,nan,nan,A,1.13,0.17,100,1.73,0.63,nan,nan,A,317.4,16.6,A,450.6,13.3,480.3
LE7_00060,nan,nan,nan,nan,nan,A,1.14,0.16,100,1.86,0.73,nan,nan,A,321,15.9,A,450.4,13.4,480.1
LE7_00061,nan,nan,nan,nan,nan,A,1.13,0.18,100,1.75,0.7,nan,nan,A,321.4,16.1,A,450.5,13.4,480.2
LE7_00062,nan,nan,nan,nan,nan,A,1.13,0.16,100,1.78,0.57,nan,nan,A,321,16.3,A,450.5,13.5,480.2
LE7_00063,nan,nan,nan,nan,nan,A,1.11,0.15,100,1.61,0.61,nan,nan,A,320.5,16.1,A,450.5,13.4,480.2
LE7_00064,nan,nan,nan,nan,nan,A,1.13,0.15,100,1.6,0.76,nan,nan,A,321.9,15.9,A,450.6,13.5,480.2
LE7_00065,nan,nan,nan,nan,nan,A,1.13,0.19,100,1.84,0.47,nan,nan,A,321.4,16.3,A,450.6,13.5,480.3
LE7_00066,nan,nan,nan,nan,nan,A,1.19,0.2,100,1.95,0.65,nan,nan,A,321.5,16.4,A,450.5,13.5,480.2
LE7_00067,nan,nan,nan,nan,nan,A,1.12,0.15,100,1.7,0.61,nan,nan,A,322.1,15.7,A,450.5,13.1,480.1
LE7_00068,nan,nan,nan,nan,nan,A,1.08,0.16,100,1.58,0.68,nan,nan,A,319,16.7,A,450.4,13.4,480
LE7_00069,nan,nan,nan,nan,nan,A,1.03,0.24,100,1.77,0.54,nan,nan,A,321.4,17.8,A,450.6,13.4,480.2
LE7_00070,nan,nan,nan,nan,nan,A,1.22,0.18,100,1.9,0.72,nan,nan,A,324.1,15.7,A,450.6,13.5,480.2
LE7_00071,nan,nan,nan,nan,nan,A,1.08,0.13,100,1.6,0.71,nan,nan,A,319.3,16.3,A,450.6,13.3,480.2
LE7_00072,nan,nan,nan,nan,nan,A,1.14,0.15,100,1.73,0.8,nan,nan,A,320.5,17,A,450.6,14,480.2
LE7_00073,nan,nan,nan,nan,nan,A,1.12,0.15,100,1.75,0.72,nan,nan,A,318.3,16.2,A,450.6,13.3,480.2
LE7_00074,nan,nan,nan,nan,nan,A,1.14,0.16,100,1.78,0.74,nan,nan,A,321.1,16.1,A,450.5,13.5,480.2
LE7_00075,nan,nan,nan,nan,nan,A,1.14,0.15,100,1.64,0.77,nan,nan,A,321,16,A,450.6,13.4,480.2
LE7_00076,nan,nan,nan,nan,nan,A,1.13,0.13,100,1.56,0.78,nan,nan,A,321.1,15.9,A,450.7,13.4,480.3
LE7_00077,nan,nan,nan,nan,nan,A,1.13,0.18,99.6,2.73,0.64,nan,nan,A,320.5,16.3,A,450.7,13.4,480.3
LE7_00078,nan,nan,nan,nan,nan,A,1.18,0.2,100,1.92,0.59,nan,nan,A,322,15.9,A,450.5,13.4,480.2
LE7_00079,nan,nan,nan,nan,nan,A,1.18,0.15,100,1.93,0.63,nan,nan,A,321.6,16.7,A,450.2,13.6,479.7
LE7_00080,nan,nan,nan,nan,nan,A,1.18,0.16,100,1.68,0.56,nan,nan,A,321.5,16.1,A,450.5,13.4,480.2
LE7_00081,nan,nan,nan,nan,nan,A,1.15,0.19,100,1.84,0.6,nan,nan,A,319.8,16.4,A,450.6,13.4,480.2
LE7_00082,nan,nan,nan,nan,nan,A,1.15,0.24,99.3,3.91,0.36,nan,nan,A,321.9,16.6,A,450.6,13.5,480.2
LE7_00083,nan,nan,nan,nan,nan,A,1.15,0.16,100,1.93,0.57,nan,nan,A,320.7,16.5,A,450.6,13.5,480.3
LE7_00084,nan,nan,nan,nan,nan,A,1.16,0.2,100,1.72,0.56,nan,nan,A,321.1,16.3,A,450.7,13.5,480.3
LE7_00085,nan,nan,nan,nan,nan,A,1.21,0.19,100,1.76,0.61,nan,nan,A,325.9,16.4,A,450.7,13.6,480.3
LE6_00001,nan,nan,nan,nan,nan,A,0.88,0.16,100,1.56,0.52,nan,nan,A,299.9,15.3,A,450.6,13.1,485.2
LE6_00005,nan,nan,nan,nan,nan,A,1.02,0.18,100,2.39,0.54,nan,nan,A,286.8,15.3,A,450.5,13.1,485.1
LE6_00010,nan,nan,nan,nan,nan,A,0.83,0.15,100,1.89,0.5,nan,nan,A,300.8,15.7,A,450.6,13,485.2
LE6_00019,nan,nan,nan,nan,nan,A,0.74,0.06,100,0.92,0.52,nan,nan,A,312.1,16.2,A,450.6,13.1,485.2
LE6_00023,nan,nan,nan,nan,nan,A,0.75,0.19,100,2.25,0.55,nan,nan,A,312.9,16.3,A,450.6,13.4,485.2
LE6_00032,nan,nan,nan,nan,nan,A,0.74,0.07,100,1.35,0.49,nan,nan,A,314.3,16.2,A,450.4,13.2,485.1
LE6_00034,nan,nan,nan,nan,nan,A,0.84,0.15,100,1.48,0.4,nan,nan,A,314.5,16.4,A,450.6,13.4,485.2
LE6_00035,nan,nan,nan,nan,nan,A,0.78,0.13,100,1.43,0.38,nan,nan,A,312.6,16.4,A,450.6,13.2,485.3
LE6_00036,nan,nan,nan,nan,nan,A,0.82,0.17,100,1.78,0.41,nan,nan,A,315.2,16.3,A,450.6,13.4,485.3
LE6_00037,nan,nan,nan,nan,nan,A,0.84,0.15,100,1.63,0.37,nan,nan,A,314.8,16.2,A,450.6,13.3,485.3
LE6_00038,nan,nan,nan,nan,nan,A,0.86,0.19,100,1.66,0.4,nan,nan,A,314.4,16.2,A,450.7,13.3,485.3
LE6_00039,nan,nan,nan,nan,nan,A,0.82,0.16,100,1.65,0.37,nan,nan,A,316.1,16.1,A,450.6,13,485.3
LE6_00040,nan,nan,nan,nan,nan,A,0.86,0.18,100,1.78,0.43,nan,nan,A,316.6,16.1,A,450.7,13.3,485.4
LE6_00041,nan,nan,nan,nan,nan,A,0.88,0.2,100,1.76,0.31,nan,nan,A,315.3,16.5,A,450.7,13.4,485.3
LE6_00042,nan,nan,nan,nan,nan,A,0.82,0.14,100,1.38,0.44,nan,nan,A,315.2,16.2,A,450.6,13.3,485.2
LE6_00043,nan,nan,nan,nan,nan,A,0.79,0.11,100,1.19,0.41,nan,nan,A,314.8,16.3,A,450.6,13.3,485.2
LE6_00044,nan,nan,nan,nan,nan,A,0.82,0.15,100,1.57,0.37,nan,nan,A,315.8,16.1,A,450.6,13.4,485.2
LE6_00045,nan,nan,nan,nan,nan,A,0.81,0.14,100,1.37,0.37,nan,nan,A,313.2,16.2,A,450.6,13.2,485.2
LE6_00046,nan,nan,nan,nan,nan,A,0.78,0.13,100,1.28,0.4,nan,nan,A,310.9,16.1,A,450.6,13.2,485.3
LE6_00047,nan,nan,nan,nan,nan,A,0.81,0.14,100,1.52,0.37,nan,nan,A,314.1,16.1,A,450.6,13.3,485.2
LE6_00048,nan,nan,nan,nan,nan,A,0.78,0.15,100,1.6,0.38,nan,nan,A,314,16.2,A,450.6,13.3,485.2
LE6_00049,nan,nan,nan,nan,nan,A,0.79,0.16,100,1.76,0.41,nan,nan,A,313.5,16.2,A,450.6,13.2,485.2
LE6_00050,nan,nan,nan,nan,nan,A,0.75,0.12,100,1.28,0.38,nan,nan,A,312.9,16,A,450.5,13.2,485.2
LE6_00051,nan,nan,nan,nan,nan,A,0.76,0.13,100,1.35,0.37,nan,nan,A,312.9,16.9,A,450.5,14.1,485.2
LE6_00052,nan,nan,nan,nan,nan,A,0.76,0.14,100,1.75,0.36,nan,nan,A,308.7,16.9,A,450.6,13.3,485.2
LE6_00053,nan,nan,nan,nan,nan,A,0.77,0.12,100,1.42,0.4,nan,nan,A,312.7,16.3,A,450.6,13.2,485.2
LE6_00054,nan,nan,nan,nan,nan,A,0.74,0.11,100,1.32,0.39,nan,nan,A,312.6,15.9,A,450.6,13.3,485.2
LE6_00055,nan,nan,nan,nan,nan,A,0.71,0.1,100,1.26,0.36,nan,nan,A,312.1,16.2,A,450.6,13.3,485.3
LE6_00056,nan,nan,nan,nan,nan,A,0.76,0.16,100,1.66,0.36,nan,nan,A,312.8,16,A,450.6,13.3,485.3
LE6_00057,nan,nan,nan,nan,nan,A,0.79,0.18,100,1.92,0.38,nan,nan,A,313.5,16.3,A,450.6,13.3,485.2
LE6_00058,nan,nan,nan,nan,nan,A,0.77,0.16,100,1.63,0.34,nan,nan,A,313,16.1,A,450.6,13.3,485.3
LE6_00059,nan,nan,nan,nan,nan,A,0.73,0.1,100,1.18,0.4,nan,nan,A,314,16.6,A,450.6,14.2,485.3
LE6_00060,nan,nan,nan,nan,nan,A,0.74,0.12,100,1.27,0.32,nan,nan,A,314,16,A,450.7,13.4,485.3
LE6_00061,nan,nan,nan,nan,nan,A,0.78,0.1,100,1.24,0.39,nan,nan,A,312.2,16.3,A,450.6,13.3,485.3
LE6_00062,nan,nan,nan,nan,nan,A,0.8,0.13,100,1.91,0.4,nan,nan,A,314.9,16.3,A,450.7,13.4,485.4
LE6_00063,nan,nan,nan,nan,nan,A,0.77,0.14,100,2.06,0.43,nan,nan,A,315,16.2,A,450.7,13.5,485.3
LE6_00064,nan,nan,nan,nan,nan,A,0.78,0.14,100,1.5,0.38,nan,nan,A,312.7,16.6,A,450.6,13.4,485.3
LE6_00065,nan,nan,nan,nan,nan,A,0.78,0.14,100,1.5,0.42,nan,nan,A,314.5,16.5,A,450.6,13.5,485.3
LE6_00066,nan,nan,nan,nan,nan,A,0.79,0.18,100,1.94,0.49,nan,nan,A,312.3,16.2,A,450.7,13.3,485.3
LE6_00067,nan,nan,nan,nan,nan,A,0.78,0.18,99,28.95,0.52,nan,nan,A,313.6,16.1,A,450.7,13.4,485.4
LE6_00068,nan,nan,nan,nan,nan,A,0.75,0.1,100,1.22,0.52,nan,nan,A,309.5,16.4,A,450.6,13.3,485.2
LE6_00069,nan,nan,nan,nan,nan,A,0.74,0.11,100,1.48,0.54,nan,nan,A,312.8,15.9,A,450.5,13.1,485.1
LE6_00070,nan,nan,nan,nan,nan,A,0.78,0.1,100,1.34,0.53,nan,nan,A,314.5,17.3,A,450.6,14.7,485.2
LE6_00071,nan,nan,nan,nan,nan,A,0.73,0.13,100,2.24,0.56,nan,nan,A,312.1,16.2,A,450.5,13.4,485.1
LE6_00072,nan,nan,nan,nan,nan,A,0.73,0.11,100,1.87,0.49,nan,nan,A,312.3,15.9,A,450.5,13.3,485.1
LE6_00073,nan,nan,nan,nan,nan,A,0.72,0.07,100,1.16,0.51,nan,nan,A,313.2,16.7,A,450.5,13.4,485.2
LE6_00074,nan,nan,nan,nan,nan,A,0.76,0.1,100,1.34,0.56,nan,nan,A,316.9,16,A,450.6,13.4,485.2
LE6_00075,nan,nan,nan,nan,nan,A,0.74,0.09,100,1.51,0.57,nan,nan,A,314.4,16.4,A,450.5,13.5,485.2
LE6_00076,nan,nan,nan,nan,nan,A,0.79,0.14,100,2.34,0.56,nan,nan,A,317.7,16.2,A,450.5,13.4,485.1
LE6_00077,nan,nan,nan,nan,nan,A,0.81,0.14,100,1.44,0.58,nan,nan,A,314.5,16.5,A,450.6,13.4,485.3
LE6_00078,nan,nan,nan,nan,nan,A,0.73,0.18,100,2.38,0.46,nan,nan,A,307.9,17.1,A,450.4,14,485.1
LE6_00079,nan,nan,nan,nan,nan,A,0.75,0.1,100,1.23,0.45,nan,nan,A,312.8,16.9,A,450.6,13.5,485.2
LE6_00080,nan,nan,nan,nan,nan,A,0.78,0.11,100,1.38,0.5,nan,nan,A,312.9,16.2,A,450.6,13.3,485.2
LE6_00081,nan,nan,nan,nan,nan,A,0.82,0.18,100,1.81,0.5,nan,nan,A,312.1,16.4,A,450.6,13.3,485.2
LE6_00082,nan,nan,nan,nan,nan,A,0.76,0.11,100,1.46,0.53,nan,nan,A,312.8,16.4,A,450.6,13.4,485.2
LE6_00083,nan,nan,nan,nan,nan,A,0.77,0.1,100,1.16,0.52,nan,nan,A,313.4,16.1,A,450.6,13.4,485.3
LE6_00084,nan,nan,nan,nan,nan,A,0.81,0.14,100,1.54,0.51,2.530000,3.700000,A,313.3,16.4,A,450.6,13.5,485.2
LE6_00085,nan,nan,nan,nan,nan,A,0.78,0.08,100,1.17,0.57,nan,nan,A,311.9,17.1,A,450.5,14.2,485.1
LE2_00003,nan,nan,nan,nan,nan,C,0.36,0.15,76.1,1.05,0.21,nan,nan,B,0,20,B,0,20,-1
LE2_00004,nan,nan,nan,nan,nan,C,0.37,0.14,81.2,1.05,0.22,nan,nan,B,0,20,B,0,20,-1
LE2_00005,nan,nan,nan,nan,nan,C,0.33,0.08,93.4,0.75,0.22,nan,nan,B,0,20,B,0,20,-1
LE2_00012,nan,nan,nan,nan,nan,C,0.4,0.18,88.1,1.64,0.23,nan,nan,B,0,20,B,0,20,-1
LE2_00013,nan,nan,nan,nan,nan,C,0.36,0.13,83.3,0.9,0.21,nan,nan,nan,-1,-1,nan,-1,-1,-1
LE2_00014,nan,nan,nan,nan,nan,C,0.36,0.13,84.9,0.99,0.22,nan,nan,B,0,20,B,0,20,-1
LE2_00015,nan,nan,nan,nan,nan,A,0.45,0.22,99.2,1.67,0.27,nan,nan,B,0,20,B,0,20,-1
LE2_00080,nan,nan,nan,nan,nan,C,0.4,0.2,93.9,1.63,0.25,nan,nan,B,0,20,B,0,20,-1
