,FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
430,LS6_00058,A,2016.05.18,2016.05.21,2016.05.24,,A,1.29,0.18,100.0,2.18,0.81,,,A,314.1,16.0,A,450.5,13.4,0.0
431,LS6_00059,A,2016.05.18,2016.05.21,2016.05.24,,A,1.28,0.18,100.0,2.18,0.85,,,A,314.0,15.8,A,450.5,13.3,0.0
432,LS6_00060,A,2016.05.18,2016.05.21,2016.05.24,,A,1.26,0.17,100.0,2.3,0.9,,,A,315.3,15.6,A,450.6,13.3,0.0
433,LS6_00061,A,2016.05.18,2016.05.21,2016.05.24,,A,1.22,0.13,100.0,1.9,0.93,,,A,314.2,15.9,A,450.5,13.3,0.0
434,LS6_00062,A,2016.05.18,2016.05.21,2016.05.24,,A,1.27,0.2,100.0,2.55,0.83,,,A,314.1,15.8,A,450.6,13.2,0.0
435,LS6_00063,A,2016.05.18,2016.05.21,2016.05.24,,A,1.26,0.19,100.0,2.15,0.79,,,A,313.2,15.9,A,450.5,13.3,0.0
436,LS6_00064,A,2016.05.18,2016.05.21,2016.05.24,,A,1.28,0.21,100.0,2.49,0.78,,,A,314.1,16.1,A,450.6,13.4,0.0
437,LS6_00065,A,2016.05.18,2016.05.21,2016.05.24,,A,1.29,0.21,100.0,2.52,0.8,,,A,313.9,16.1,A,450.6,13.3,0.0
438,LS6_00066,A,2016.05.18,2016.05.21,2016.05.24,,A,1.29,0.26,99.6,2.68,0.91,,,A,315.0,15.8,A,450.5,13.3,0.0
439,LS6_00067,A,2016.05.18,2016.05.21,2016.05.24,,A,1.25,0.2,100.0,2.39,0.8,,,A,314.2,16.1,A,450.5,13.3,0.0
440,LS6_00068,A,2016.05.18,2016.05.21,2016.05.24,,A,1.22,0.21,99.6,2.77,0.89,,,A,313.9,16.0,A,450.5,13.3,0.0
441,LS6_00069,A,2016.05.18,2016.05.21,2016.05.24,,A,1.24,0.19,100.0,2.46,0.87,,,A,314.0,15.7,A,450.5,13.3,0.0
442,LS6_00070,A,2016.05.18,2016.05.21,2016.05.24,,A,1.22,0.22,99.3,3.4,0.77,,,A,312.8,16.1,A,450.5,13.4,0.0
443,LS6_00071,A,2016.05.18,2016.05.21,2016.05.24,,A,1.22,0.16,100.0,2.24,0.91,,,A,314.6,15.8,A,450.5,13.1,0.0
444,LS6_00072,A,2016.05.18,2016.05.21,2016.05.24,,A,1.19,0.19,100.0,2.08,0.68,,,A,312.2,16.4,A,450.5,13.7,0.0
445,LS6_00073,A,2016.05.18,2016.05.21,2016.05.24,,A,1.23,0.22,99.6,2.84,0.91,,,A,313.4,15.9,A,450.5,13.3,0.0
446,LS6_00074,A,2016.05.18,2016.05.21,2016.05.24,,A,1.25,0.15,100.0,1.98,0.93,,,A,313.6,16.2,A,450.6,13.3,0.0
447,LS6_00075,A,2016.05.18,2016.05.21,2016.05.24,,A,1.25,0.13,100.0,2.26,0.92,,,A,315.9,15.7,A,450.6,13.4,0.0
448,LS6_00076,A,2016.05.18,2016.05.21,2016.05.24,,A,1.28,0.16,100.0,2.38,0.93,,,A,315.0,16.0,A,450.6,13.4,0.0
449,LS6_00077,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.13,100.0,1.98,0.91,,,A,315.1,15.3,A,450.6,13.0,0.0
450,LS6_00078,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.18,99.6,2.77,0.86,,,A,314.5,16.0,A,450.6,13.3,0.0
451,LS6_00079,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.2,99.3,3.14,0.8,,,A,314.2,16.2,A,450.6,13.4,0.0
452,LS6_00080,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.13,100.0,1.75,0.84,,,A,313.4,16.5,A,450.5,13.5,0.0
453,LS6_00081,A,2016.05.18,2016.05.21,2016.05.23,,A,1.2,0.15,100.0,1.95,0.93,,,A,313.7,16.2,A,450.6,13.3,0.0
454,LS6_00082,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.15,99.3,2.71,0.77,,,A,313.9,15.7,A,450.6,13.3,0.0
455,LS6_00083,A,2016.05.18,2016.05.21,2016.05.23,,A,1.18,0.13,100.0,2.06,0.9,,,A,313.5,15.7,A,450.6,13.3,0.0
456,LS6_00084,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.15,100.0,2.17,0.95,,,A,313.8,16.1,A,450.6,13.3,0.0
457,LS6_00085,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.17,100.0,2.44,0.85,,,A,315.5,16.0,A,450.6,13.4,0.0
458,LE7_00011,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.09,0.16,100.0,1.8,0.66,,,A,314.7,16.1,A,450.5,13.2,480.1
459,LE7_00012,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.06,0.13,100.0,1.71,0.71,,,A,313.8,16.0,A,450.5,13.1,480.0
460,LE7_00013,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.08,0.15,99.6,2.78,0.72,,,A,316.4,15.8,A,450.5,13.2,480.1
461,LE7_00014,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.11,0.13,100.0,1.64,0.75,,,A,317.5,16.1,A,450.5,13.3,480.1
462,LE7_00015,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.1,0.15,100.0,1.82,0.69,,,A,315.4,15.7,A,450.5,13.2,480.1
463,LE7_00016,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.12,0.15,100.0,1.98,0.76,,,A,316.3,16.1,A,450.5,13.2,480.1
464,LE7_00017,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.09,0.13,100.0,1.65,0.65,,,A,317.6,15.4,A,450.5,12.9,480.1
465,LE7_00018,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.15,0.16,100.0,2.37,0.71,,,A,318.2,15.9,A,450.5,13.3,480.1
466,LE7_00019,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.16,0.12,100.0,2.51,0.77,,,A,318.7,16.0,A,450.4,13.2,480.1
467,LE7_00020,A,2016.05.19,2016.05.21,2016.07.12,2016.05.24,A,1.15,0.22,99.3,3.11,0.66,,,A,317.7,16.2,A,450.5,13.3,480.0
468,LE7_00046,A,2016.05.19,2016.05.21,2016.08.02,,A,1.27,0.22,100.0,2.18,0.82,,,A,321.1,16.4,A,450.6,13.4,480.2
469,LE7_00047,A,2016.05.19,2016.05.21,2016.08.02,,A,1.2,0.18,100.0,2.16,0.71,,,A,321.4,16.0,A,450.6,13.4,480.2
470,LE7_00048,A,2016.05.19,2016.05.21,2016.08.02,,A,1.21,0.2,100.0,1.98,0.8,,,A,321.3,16.0,A,450.6,13.4,480.2
471,LE7_00049,A,2016.05.19,2016.05.21,2016.08.02,,A,1.21,0.18,100.0,2.11,0.73,,,A,319.8,16.4,A,450.6,13.3,480.1
472,LE7_00050,A,2016.05.19,2016.05.21,2016.08.02,,A,1.24,0.17,100.0,2.14,0.73,,,A,321.7,15.9,A,450.6,13.4,480.1
473,LE7_00051,A,2016.05.19,2016.05.21,2016.07.27,,A,1.17,0.14,100.0,1.76,0.78,,,A,321.4,15.7,A,450.5,13.3,480.1
474,LE7_00052,A,2016.05.19,2016.05.21,2016.07.27,,A,1.15,0.13,100.0,1.66,0.73,,,A,321.6,15.8,A,450.5,13.4,480.1
475,LE7_00053,A,2016.05.19,2016.05.21,2016.07.27,,A,1.29,0.19,100.0,1.95,0.75,,,A,327.6,16.4,A,450.5,13.6,480.2
476,LE7_00054,A,2016.05.19,2016.05.21,2016.07.26,,A,1.2,0.16,100.0,1.86,0.84,,,A,320.6,15.8,A,450.6,13.3,480.2
477,LE7_00055,A,2016.05.19,2016.05.21,2016.07.26,,A,1.16,0.16,100.0,1.8,0.75,,,A,320.7,15.8,A,450.5,13.3,480.2
478,LE7_00056,A,2016.05.19,2016.05.21,2016.07.26,,A,1.13,0.18,100.0,1.72,0.76,,,A,321.5,15.7,A,450.6,13.4,480.3
479,LE7_00057,A,2016.05.19,2016.05.21,2016.07.26,,A,1.15,0.14,100.0,1.65,0.71,,,A,321.6,16.3,A,450.7,13.4,480.3
480,LE7_00058,A,2016.05.19,2016.05.21,2016.07.19,,A,1.18,0.18,100.0,1.82,0.78,,,A,321.8,16.1,A,450.7,13.5,480.3
481,LE7_00059,A,2016.05.19,2016.05.21,2016.07.19,,A,1.13,0.17,100.0,1.73,0.63,,,A,317.4,16.6,A,450.6,13.3,480.3
482,LE7_00060,A,2016.05.19,2016.05.21,2016.07.14,,A,1.14,0.16,100.0,1.86,0.73,,,A,321.0,15.9,A,450.4,13.4,480.1
483,LE7_00061,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.18,100.0,1.75,0.7,,,A,321.4,16.1,A,450.5,13.4,480.2
484,LE7_00062,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.16,100.0,1.78,0.57,,,A,321.0,16.3,A,450.5,13.5,480.2
485,LE7_00063,A,2016.05.19,2016.05.21,2016.07.14,,A,1.11,0.15,100.0,1.61,0.61,,,A,320.5,16.1,A,450.5,13.4,480.2
486,LE7_00064,B,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.15,100.0,1.6,0.76,,,A,321.9,15.9,A,450.6,13.5,480.2
487,LE7_00065,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.19,100.0,1.84,0.47,,,A,321.4,16.3,A,450.6,13.5,480.3
488,LE7_00066,A,2016.05.19,2016.05.21,2016.07.14,,A,1.19,0.2,100.0,1.95,0.65,,,A,321.5,16.4,A,450.5,13.5,480.2
489,LE7_00067,A,2016.05.19,2016.05.21,2016.07.13,,A,1.12,0.15,100.0,1.7,0.61,,,A,322.1,15.7,A,450.5,13.1,480.1
490,LE7_00068,A,2016.05.19,2016.05.21,2016.07.13,,A,1.08,0.16,100.0,1.58,0.68,,,A,319.0,16.7,A,450.4,13.4,480.0
491,LE7_00069,A,2016.05.19,2016.05.21,2016.07.13,,A,1.03,0.24,100.0,1.77,0.54,,,A,321.4,17.8,A,450.6,13.4,480.2
492,LE7_00070,A,2016.05.19,2016.05.21,2016.07.13,,A,1.22,0.18,100.0,1.9,0.72,,,A,324.1,15.7,A,450.6,13.5,480.2
493,LE7_00071,A,2016.05.19,2016.05.21,2016.07.13,,A,1.08,0.13,100.0,1.6,0.71,,,A,319.3,16.3,A,450.6,13.3,480.2
494,LE7_00072,C,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.15,100.0,1.73,0.8,,,A,320.5,17.0,A,450.6,14.0,480.2
495,LE7_00073,A,2016.05.19,2016.05.21,2016.07.13,,A,1.12,0.15,100.0,1.75,0.72,,,A,318.3,16.2,A,450.6,13.3,480.2
496,LE7_00074,A,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.16,100.0,1.78,0.74,,,A,321.1,16.1,A,450.5,13.5,480.2
497,LE7_00075,A,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.15,100.0,1.64,0.77,,,A,321.0,16.0,A,450.6,13.4,480.2
498,LE7_00076,A,2016.05.19,2016.05.21,2016.07.13,,A,1.13,0.13,100.0,1.56,0.78,,,A,321.1,15.9,A,450.7,13.4,480.3
499,LE7_00077,A,2016.05.19,2016.05.21,2016.07.13,,A,1.13,0.18,99.6,2.73,0.64,,,A,320.5,16.3,A,450.7,13.4,480.3
500,LE7_00078,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.2,100.0,1.92,0.59,,,A,322.0,15.9,A,450.5,13.4,480.2
501,LE7_00079,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.15,100.0,1.93,0.63,,,A,321.6,16.7,A,450.2,13.6,479.7
502,LE7_00080,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.16,100.0,1.68,0.56,,,A,321.5,16.1,A,450.5,13.4,480.2
503,LE7_00081,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.19,100.0,1.84,0.6,,,A,319.8,16.4,A,450.6,13.4,480.2
504,LE7_00082,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.24,99.3,3.91,0.36,,,A,321.9,16.6,A,450.6,13.5,480.2
505,LE7_00083,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.16,100.0,1.93,0.57,,,A,320.7,16.5,A,450.6,13.5,480.3
506,LE7_00084,A,2016.05.19,2016.05.21,2016.07.12,,A,1.16,0.2,100.0,1.72,0.56,,,A,321.1,16.3,A,450.7,13.5,480.3
507,LE7_00085,A,2016.05.19,2016.05.21,2016.07.12,,A,1.21,0.19,100.0,1.76,0.61,,,A,325.9,16.4,A,450.7,13.6,480.3
508,LE6_00001,A,2016.05.18,2016.05.21,2016.06.08,,A,0.88,0.16,100.0,1.56,0.52,,,A,299.9,15.3,A,450.6,13.1,485.2
509,LE6_00005,A,2016.05.18,2016.05.21,2016.05.21,,A,1.02,0.18,100.0,2.39,0.54,,,A,286.8,15.3,A,450.5,13.1,485.1
510,LE6_00010,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.83,0.15,100.0,1.89,0.5,,,A,300.8,15.7,A,450.6,13.0,485.2
511,LE6_00019,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.06,100.0,0.92,0.52,,,A,312.1,16.2,A,450.6,13.1,485.2
512,LE6_00023,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.75,0.19,100.0,2.25,0.55,,,A,312.9,16.3,A,450.6,13.4,485.2
513,LE6_00032,A,2016.05.18,2016.05.21,2016.06.14,,A,0.74,0.07,100.0,1.35,0.49,,,A,314.3,16.2,A,450.4,13.2,485.1
514,LE6_00034,A,2016.05.18,2016.05.21,2016.07.11,,A,0.84,0.15,100.0,1.48,0.4,,,A,314.5,16.4,A,450.6,13.4,485.2
515,LE6_00035,A,2016.05.18,2016.05.21,2016.07.11,,A,0.78,0.13,100.0,1.43,0.38,,,A,312.6,16.4,A,450.6,13.2,485.3
516,LE6_00036,A,2016.05.18,2016.05.21,2016.07.11,,A,0.82,0.17,100.0,1.78,0.41,,,A,315.2,16.3,A,450.6,13.4,485.3
517,LE6_00037,A,2016.05.18,2016.05.21,2016.07.11,,A,0.84,0.15,100.0,1.63,0.37,,,A,314.8,16.2,A,450.6,13.3,485.3
518,LE6_00038,A,2016.05.18,2016.05.21,2016.07.11,,A,0.86,0.19,100.0,1.66,0.4,,,A,314.4,16.2,A,450.7,13.3,485.3
519,LE6_00039,A,2016.05.18,2016.05.21,2016.07.11,,A,0.82,0.16,100.0,1.65,0.37,,,A,316.1,16.1,A,450.6,13.0,485.3
520,LE6_00040,A,2016.05.18,2016.05.21,2016.07.11,,A,0.86,0.18,100.0,1.78,0.43,,,A,316.6,16.1,A,450.7,13.3,485.4
521,LE6_00041,A,2016.05.18,2016.05.21,2016.07.11,,A,0.88,0.2,100.0,1.76,0.31,,,A,315.3,16.5,A,450.7,13.4,485.3
522,LE6_00042,A,2016.05.18,2016.05.21,2016.07.08,,A,0.82,0.14,100.0,1.38,0.44,,,A,315.2,16.2,A,450.6,13.3,485.2
523,LE6_00043,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.11,100.0,1.19,0.41,,,A,314.8,16.3,A,450.6,13.3,485.2
524,LE6_00044,A,2016.05.18,2016.05.21,2016.07.08,,A,0.82,0.15,100.0,1.57,0.37,,,A,315.8,16.1,A,450.6,13.4,485.2
525,LE6_00045,A,2016.05.18,2016.05.21,2016.07.08,,A,0.81,0.14,100.0,1.37,0.37,,,A,313.2,16.2,A,450.6,13.2,485.2
526,LE6_00046,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.13,100.0,1.28,0.4,,,A,310.9,16.1,A,450.6,13.2,485.3
527,LE6_00047,A,2016.05.18,2016.05.21,2016.07.08,,A,0.81,0.14,100.0,1.52,0.37,,,A,314.1,16.1,A,450.6,13.3,485.2
528,LE6_00048,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.15,100.0,1.6,0.38,,,A,314.0,16.2,A,450.6,13.3,485.2
529,LE6_00049,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.16,100.0,1.76,0.41,,,A,313.5,16.2,A,450.6,13.2,485.2
530,LE6_00050,A,2016.05.18,2016.05.21,2016.07.08,,A,0.75,0.12,100.0,1.28,0.38,,,A,312.9,16.0,A,450.5,13.2,485.2
531,LE6_00051,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.13,100.0,1.35,0.37,,,A,312.9,16.9,A,450.5,14.1,485.2
532,LE6_00052,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.14,100.0,1.75,0.36,,,A,308.7,16.9,A,450.6,13.3,485.2
533,LE6_00053,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.12,100.0,1.42,0.4,,,A,312.7,16.3,A,450.6,13.2,485.2
534,LE6_00054,A,2016.05.18,2016.05.21,2016.07.08,,A,0.74,0.11,100.0,1.32,0.39,,,A,312.6,15.9,A,450.6,13.3,485.2
535,LE6_00055,A,2016.05.18,2016.05.21,2016.07.08,,A,0.71,0.1,100.0,1.26,0.36,,,A,312.1,16.2,A,450.6,13.3,485.3
536,LE6_00056,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.16,100.0,1.66,0.36,,,A,312.8,16.0,A,450.6,13.3,485.3
537,LE6_00057,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.18,100.0,1.92,0.38,,,A,313.5,16.3,A,450.6,13.3,485.2
538,LE6_00058,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.16,100.0,1.63,0.34,,,A,313.0,16.1,A,450.6,13.3,485.3
539,LE6_00059,A,2016.05.18,2016.05.21,2016.07.08,,A,0.73,0.1,100.0,1.18,0.4,,,A,314.0,16.6,A,450.6,14.2,485.3
540,LE6_00060,A,2016.05.18,2016.05.21,2016.07.08,,A,0.74,0.12,100.0,1.27,0.32,,,A,314.0,16.0,A,450.7,13.4,485.3
541,LE6_00061,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.1,100.0,1.24,0.39,,,A,312.2,16.3,A,450.6,13.3,485.3
542,LE6_00062,A,2016.05.18,2016.05.21,2016.07.08,,A,0.8,0.13,100.0,1.91,0.4,,,A,314.9,16.3,A,450.7,13.4,485.4
543,LE6_00063,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.14,100.0,2.06,0.43,,,A,315.0,16.2,A,450.7,13.5,485.3
544,LE6_00064,A,2016.05.18,2016.05.21,2016.07.07,,A,0.78,0.14,100.0,1.5,0.38,,,A,312.7,16.6,A,450.6,13.4,485.3
545,LE6_00065,A,2016.05.18,2016.05.21,2016.07.07,,A,0.78,0.14,100.0,1.5,0.42,,,A,314.5,16.5,A,450.6,13.5,485.3
546,LE6_00066,A,2016.05.18,2016.05.21,2016.06.14,,A,0.79,0.18,100.0,1.94,0.49,,,A,312.3,16.2,A,450.7,13.3,485.3
547,LE6_00067,A,2016.05.18,2016.05.21,2016.06.14,,A,0.78,0.18,99.0,28.95,0.52,,,A,313.6,16.1,A,450.7,13.4,485.4
548,LE6_00068,A,2016.05.18,2016.05.21,2016.06.08,,A,0.75,0.1,100.0,1.22,0.52,,,A,309.5,16.4,A,450.6,13.3,485.2
549,LE6_00069,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.11,100.0,1.48,0.54,,,A,312.8,15.9,A,450.5,13.1,485.1
550,LE6_00070,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.1,100.0,1.34,0.53,,,A,314.5,17.3,A,450.6,14.7,485.2
551,LE6_00071,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.73,0.13,100.0,2.24,0.56,,,A,312.1,16.2,A,450.5,13.4,485.1
552,LE6_00072,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.73,0.11,100.0,1.87,0.49,,,A,312.3,15.9,A,450.5,13.3,485.1
553,LE6_00073,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.72,0.07,100.0,1.16,0.51,,,A,313.2,16.7,A,450.5,13.4,485.2
554,LE6_00074,A,2016.05.18,2016.05.21,2016.06.08,,A,0.76,0.1,100.0,1.34,0.56,,,A,316.9,16.0,A,450.6,13.4,485.2
555,LE6_00075,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.09,100.0,1.51,0.57,,,A,314.4,16.4,A,450.5,13.5,485.2
556,LE6_00076,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.79,0.14,100.0,2.34,0.56,,,A,317.7,16.2,A,450.5,13.4,485.1
557,LE6_00077,A,2016.05.18,2016.05.21,2016.06.08,,A,0.81,0.14,100.0,1.44,0.58,,,A,314.5,16.5,A,450.6,13.4,485.3
558,LE6_00078,B,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.73,0.18,100.0,2.38,0.46,,,A,307.9,17.1,A,450.4,14.0,485.1
559,LE6_00079,A,2016.05.18,2016.05.21,2016.06.08,,A,0.75,0.1,100.0,1.23,0.45,,,A,312.8,16.9,A,450.6,13.5,485.2
560,LE6_00080,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.11,100.0,1.38,0.5,,,A,312.9,16.2,A,450.6,13.3,485.2
561,LE6_00081,A,2016.05.18,2016.05.21,2016.06.08,,A,0.82,0.18,100.0,1.81,0.5,,,A,312.1,16.4,A,450.6,13.3,485.2
562,LE6_00082,A,2016.05.18,2016.05.21,2016.06.08,,A,0.76,0.11,100.0,1.46,0.53,,,A,312.8,16.4,A,450.6,13.4,485.2
563,LE6_00083,A,2016.05.18,2016.05.21,2016.06.08,,A,0.77,0.1,100.0,1.16,0.52,,,A,313.4,16.1,A,450.6,13.4,485.3
564,LE6_00084,A,2016.05.18,2016.05.21,2016.06.08,,A,0.81,0.14,100.0,1.54,0.51,,,A,313.3,16.4,A,450.6,13.5,485.2
565,LE6_00085,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.08,100.0,1.17,0.57,,,A,311.9,17.1,A,450.5,14.2,485.1
566,LE2_00003,C,2016.10.17,2016.10.19,2016.10.26,,C,0.36,0.15,76.1,1.05,0.21,,,B,0.0,20.0,B,0.0,20.0,-1.0
567,LE2_00004,C,2016.10.17,2016.10.19,2016.10.26,,C,0.37,0.14,81.2,1.05,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
568,LE2_00005,C,2016.10.17,2016.10.19,2016.10.26,,C,0.33,0.08,93.4,0.75,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
569,LE2_00012,C,2016.10.17,2016.10.19,2016.10.26,,C,0.4,0.18,88.1,1.64,0.23,,,B,0.0,20.0,B,0.0,20.0,-1.0
570,LE2_00013,C,2016.10.17,2016.10.19,2016.10.26,,C,0.36,0.13,83.3,0.9,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
571,LE2_00014,C,2016.10.17,2016.10.19,2016.10.26,,C,0.36,0.13,84.9,0.99,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
572,LE2_00015,A,2016.10.17,2016.10.19,2016.10.26,,A,0.45,0.22,99.2,1.67,0.27,,,B,0.0,20.0,B,0.0,20.0,-1.0
573,LE2_00080,C,2016.10.17,2016.10.19,2016.10.26,,C,0.4,0.2,93.9,1.63,0.25,,,B,0.0,20.0,B,0.0,20.0,-1.0
574,LE2_00081,C,2016.10.17,2016.10.19,2016.10.26,,C,0.41,0.23,86.9,1.71,0.25,,,B,0.0,20.0,B,0.0,20.0,-1.0
575,LE2_00082,C,2016.10.17,2016.10.19,2016.10.26,,C,0.39,0.14,93.8,1.21,0.24,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
576,LE2_00083,A,2016.10.17,2016.10.19,2016.10.26,,B,0.47,0.29,96.9,1.77,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
577,LE2_00084,A,2016.10.17,2016.10.19,2016.10.26,,B,0.55,0.31,97.6,1.8,0.24,,,B,0.0,20.0,B,0.0,20.0,-1.0
578,LE1_00003,C,2016.10.17,2016.10.19,2016.10.26,,C,0.35,0.15,63.1,1.03,0.18,,,A,286.4,15.8,A,450.5,13.5,-1.0
579,LE1_00004,C,2016.10.17,2016.10.19,2016.10.26,,C,0.34,0.14,66.6,0.86,0.21,,,A,287.3,16.7,A,450.2,13.7,-1.0
580,LE1_00005,C,2016.10.17,2016.10.19,2016.10.26,,C,0.33,0.12,70.7,0.95,0.18,,,A,290.0,15.9,A,450.6,13.3,-1.0
581,LE1_00012,C,2016.10.17,2016.10.19,2016.10.26,,C,0.32,0.11,63.9,0.87,0.2,,,A,301.2,16.5,A,450.7,13.6,-1.0
582,LE1_00013,C,2016.10.17,2016.10.19,2016.10.26,,C,0.37,0.16,74.1,1.31,0.18,,,A,300.2,18.1,A,450.7,14.7,-1.0
583,LE1_00014,C,2016.10.17,2016.10.19,2016.10.26,,C,0.39,0.17,70.8,1.07,0.2,,,A,300.3,17.1,A,450.5,14.1,-1.0
584,LE1_00015,C,2016.10.17,2016.10.19,2016.10.26,,C,0.44,0.22,85.7,1.24,0.18,,,A,299.0,16.7,A,450.6,13.9,-1.0
585,LE1_00080,C,2016.10.17,2016.10.19,2016.10.26,,C,0.4,0.27,79.7,1.89,0.21,,,A,312.9,23.2,A,450.5,15.1,-1.0
586,LE1_00081,C,2016.10.17,2016.10.19,2016.10.26,,C,0.39,0.17,84.7,1.24,0.21,,,A,315.1,24.8,A,450.5,15.4,-1.0
587,LE1_00082,C,2016.10.17,2016.10.19,2016.10.26,,C,0.37,0.17,83.9,1.18,0.2,,,A,312.1,24.2,A,450.6,15.8,-1.0
588,LE1_00083,C,2016.10.17,2016.10.19,2016.10.26,,C,0.48,0.29,89.7,1.77,0.19,,,A,314.3,25.3,A,450.5,15.3,-1.0
589,LE1_00084,B,2016.10.17,2016.10.19,2016.10.26,,B,0.69,0.37,95.6,1.83,0.2,,,A,314.7,26.5,A,450.5,15.6,-1.0
