,FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
263,SE3_00010,C,2016.10.17,2016.10.19,2016.10.20,,C,0.38,0.11,93.0,0.84,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
264,SE3_00011,C,2016.10.17,2016.10.19,2016.10.20,,C,0.35,0.07,91.5,0.79,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
265,SE3_00012,B,2016.10.17,2016.10.19,2016.10.20,,B,0.43,0.17,97.4,1.22,0.26,,,B,0.0,20.0,B,0.0,20.0,-1.0
266,SE3_00013,C,2016.10.17,2016.10.19,2016.10.20,,C,0.39,0.14,93.7,1.09,0.21,,,B,0.0,20.0,B,0.0,20.0,-1.0
267,SE3_00014,C,2016.10.17,2016.10.19,2016.10.20,,C,0.41,0.14,93.7,0.99,0.21,,,B,-3225.8,704.8,B,-4051.9,-844.4,-1.0
268,SE3_00024,C,2016.10.17,2016.10.19,2016.10.20,,C,0.39,0.16,93.8,1.43,0.21,,,B,0.0,20.0,B,0.0,20.0,-1.0
269,SE3_00034,C,2016.10.17,2016.10.19,2016.10.20,,C,0.41,0.18,91.8,1.15,0.23,,,B,-3383.0,695.1,B,-4157.3,-873.7,-1.0
270,SE3_00044,C,2016.10.17,2016.10.19,2016.10.20,,C,0.37,0.13,91.8,0.96,0.24,,,B,84.0,0.0,B,-4238.4,-881.2,-1.0
271,SE3_00054,C,2016.10.17,2016.10.19,2016.10.20,,C,0.4,0.19,89.2,1.39,0.23,,,B,0.0,20.0,B,0.0,20.0,-1.0
272,SE3_00064,C,2016.10.17,2016.10.19,2016.10.20,,C,0.37,0.17,78.8,1.24,0.21,,,B,0.0,20.0,B,0.0,20.0,-1.0
273,SE3_00074,C,2016.10.17,2016.10.19,2016.10.20,,C,0.32,0.07,75.4,0.63,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
274,SE3_00084,C,2016.10.17,2016.10.19,2016.10.20,,C,0.41,0.2,83.7,1.28,0.23,,,B,0.0,20.0,B,0.0,20.0,-1.0
275,SE1_00005,C,2016.10.14,2016.10.17,2016.10.19,,C,0.31,0.09,53.7,0.64,0.22,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
276,SE1_00015,C,2016.10.14,2016.10.17,2016.10.19,,C,0.35,0.12,75.9,0.9,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
277,SE1_00025,C,2016.10.14,2016.10.17,2016.10.19,,C,0.34,0.13,64.8,0.77,0.22,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
278,SE1_00035,C,2016.10.14,2016.10.17,2016.10.19,,C,0.32,0.1,66.6,0.72,0.22,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
279,SE1_00045,C,2016.10.14,2016.10.17,2016.10.19,,C,0.32,0.11,60.3,0.81,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
280,SE1_00055,C,2016.10.14,2016.10.17,2016.10.19,,C,0.35,0.12,71.6,0.72,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
281,SE1_00065,C,2016.10.14,2016.10.17,2016.10.19,,C,0.34,0.14,65.3,0.95,0.22,,,A,300.4,15.9,A,425.8,15.1,-1.0
282,SE1_00072,C,2016.10.14,2016.10.17,2016.10.20,,C,0.43,0.22,81.4,1.15,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
283,SE1_00073,C,2016.10.14,2016.10.17,2016.10.20,,C,0.39,0.16,84.9,1.02,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
284,SE1_00074,C,2016.10.14,2016.10.17,2016.10.19,,C,0.47,0.25,83.3,1.08,0.2,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
285,SE1_00075,C,2016.10.14,2016.10.17,2016.10.19,,C,0.31,0.11,57.6,0.99,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
286,SE1_00076,C,2016.10.14,2016.10.17,2016.10.19,,C,0.36,0.11,79.6,0.77,0.24,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
287,SE1_00077,C,2016.10.14,2016.10.17,2016.10.19,,C,0.37,0.15,77.3,0.91,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
288,SE1_00078,C,2016.10.14,2016.10.17,2016.10.19,,C,0.36,0.15,74.0,0.96,0.22,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
289,SE1_00079,C,2016.10.14,2016.10.17,2016.10.19,,C,0.37,0.15,64.8,1.01,0.23,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
290,SE1_00080,C,2016.10.14,2016.10.17,2016.10.19,,C,0.33,0.09,71.6,0.65,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
291,SE1_00081,C,2016.10.14,2016.10.17,2016.10.19,,C,0.34,0.1,68.5,0.77,0.2,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
292,SE1_00082,C,2016.10.14,2016.10.17,2016.10.19,,C,0.33,0.12,62.9,0.97,0.22,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
293,SE1_00083,C,2016.10.14,2016.10.17,2016.10.19,,C,0.36,0.16,74.0,1.06,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
294,SE1_00084,C,2016.10.14,2016.10.17,2016.10.19,,C,0.33,0.1,61.1,0.7,0.21,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
295,SS3_00002,,2016.10.17,2016.10.19,,,B,0.45,0.15,98.1,1.17,0.26,,,B,0.0,20.0,B,0.0,20.0,-1.0
296,SS3_00003,,2016.10.17,2016.10.19,,,A,0.43,0.13,99.0,1.03,0.27,,,B,0.0,20.0,B,0.0,20.0,-1.0
297,SS3_00004,,2016.10.17,2016.10.19,,,A,0.44,0.11,99.0,0.95,0.26,,,B,0.0,20.0,B,0.0,20.0,-1.0
298,SS3_00005,,2016.10.17,2016.10.19,,,B,0.42,0.08,98.1,0.82,0.25,,,B,0.0,20.0,B,0.0,20.0,-1.0
299,SS3_00006,,2016.10.17,2016.10.19,,,A,0.44,0.15,100.0,1.31,0.28,,,B,0.0,20.0,B,0.0,20.0,-1.0
300,SS3_00007,B,2016.10.17,2016.10.19,2016.10.20,,A,0.38,0.04,99.1,0.57,0.27,,,B,0.0,20.0,B,0.0,20.0,-1.0
301,SS3_00008,B,2016.10.17,2016.10.19,2016.10.20,,B,0.38,0.05,98.2,0.64,0.27,,,B,0.0,20.0,B,0.0,20.0,-1.0
302,SS3_00009,B,2016.10.17,2016.10.19,2016.10.20,,B,0.38,0.05,98.3,0.55,0.26,,,B,0.0,20.0,B,0.0,20.0,-1.0
303,SS3_00010,B,2016.10.17,2016.10.19,2016.10.20,,B,0.41,0.11,98.2,0.89,0.25,,,A,316.6,16.6,A,425.6,15.6,0.0
304,SS3_00011,B,2016.10.17,2016.10.19,2016.10.20,,B,0.37,0.06,98.2,0.68,0.26,,,A,316.3,16.4,A,425.7,15.6,0.0
305,SS3_00012,B,2016.10.17,2016.10.19,2016.10.20,,B,0.37,0.07,98.1,0.9,0.25,,,B,0.0,20.0,B,0.0,20.0,-1.0
306,SS3_00013,B,2016.10.17,2016.10.19,2016.10.20,,B,0.39,0.09,96.4,0.99,0.24,,,A,315.7,16.5,A,425.8,15.5,0.0
307,SS3_00014,B,2016.10.17,2016.10.19,2016.10.20,,B,0.41,0.15,98.2,1.29,0.24,,,B,0.0,20.0,B,0.0,20.0,-1.0
308,SS3_00024,B,2016.10.17,2016.10.19,2016.10.20,,B,0.39,0.11,95.5,1.06,0.24,,,B,0.0,20.0,B,0.0,20.0,-1.0
309,SS3_00034,C,2016.10.17,2016.10.19,2016.10.20,,C,0.39,0.12,94.6,0.9,0.24,,,A,314.2,16.5,A,425.7,15.6,0.0
310,SS3_00044,C,2016.10.17,2016.10.19,2016.10.20,,C,0.41,0.16,93.8,1.13,0.22,,,B,0.0,20.0,B,0.0,20.0,0.0
311,SS3_00054,C,2016.10.17,2016.10.19,2016.10.20,,C,0.41,0.19,91.3,1.65,0.23,,,B,0.0,20.0,B,0.0,20.0,-1.0
312,SS3_00064,C,2016.10.17,2016.10.19,2016.10.20,,C,0.37,0.13,87.2,1.2,0.22,,,B,0.0,20.0,B,0.0,20.0,-1.0
313,SS3_00074,C,2016.10.17,2016.10.19,2016.10.20,,C,0.36,0.13,88.0,1.13,0.22,,,B,0.0,20.0,B,0.0,20.0,0.0
314,SS3_00084,C,2016.10.17,2016.10.19,2016.10.20,,C,0.37,0.13,93.5,0.89,0.23,,,B,0.0,20.0,B,0.0,20.0,-1.0
315,LE8_00005,B,2016.10.13,2016.10.13,2016.10.15,2016.10.18,B,0.55,0.19,98.2,1.24,0.19,,,A,314.3,16.5,A,450.7,13.8,485.5
316,LE8_00016,B,2016.10.13,2016.10.13,2016.10.15,2016.10.18,B,0.44,0.15,96.2,1.27,0.18,,,A,313.8,16.7,A,450.8,14.0,485.5
317,LE8_00025,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.38,0.12,92.7,1.22,0.19,,,A,312.1,16.7,A,450.8,14.0,485.5
318,LE8_00028,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.39,0.14,91.3,1.04,0.15,,,A,311.3,16.8,A,450.8,14.1,485.5
319,LE8_00037,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.36,0.13,81.0,0.93,0.16,,,A,310.9,17.2,A,450.8,14.4,485.5
320,LE8_00055,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.39,0.16,77.5,1.39,0.16,,,A,311.1,17.5,A,450.8,14.5,485.6
321,LE8_00065,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.36,0.12,79.0,0.85,0.17,,,A,311.6,17.6,A,450.8,14.4,485.6
322,LE8_00076,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.34,0.13,69.9,1.16,0.17,,,A,309.0,17.4,A,450.6,14.3,485.1
323,LE8_00080,B,2016.10.13,2016.10.13,2016.10.14,2016.10.18,B,0.63,0.31,97.6,1.64,0.22,,,A,311.4,17.6,A,450.9,14.4,485.6
324,LE8_00081,C,2016.10.13,2016.10.13,2016.10.14,2016.10.18,C,0.42,0.15,86.9,1.06,0.18,,,A,311.2,17.6,A,450.8,14.4,485.6
325,LE8_00082,C,2016.10.13,2016.10.13,2016.10.14,2016.10.18,C,0.39,0.15,81.9,1.14,0.2,,,A,312.5,17.8,A,450.9,14.5,485.6
326,LE8_00083,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.45,0.2,86.5,1.15,0.17,,,A,312.0,17.9,A,450.9,14.6,485.7
327,LE8_00084,C,2016.10.13,2016.10.13,2016.10.15,2016.10.18,C,0.37,0.12,83.0,1.03,0.17,,,A,311.1,17.7,A,450.9,14.5,485.6
328,LS8_00001,B,2016.06.01,2016.06.03,2016.06.15,,B,1.63,0.34,96.0,3.35,1.04,,,A,309.6,17.4,A,450.7,14.3,0.0
329,LS8_00002,B,2016.06.01,2016.06.03,2016.06.15,,B,1.76,0.36,95.4,8.57,1.18,,,A,283.5,15.4,A,451.0,13.0,0.0
330,LS8_00003,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.38,0.23,99.7,2.89,0.97,,,A,289.8,16.0,A,450.8,13.2,0.0
331,LS8_00004,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.39,0.27,99.7,3.01,0.96,,,A,297.9,16.7,A,450.8,13.5,0.0
332,LS8_00005,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.37,0.31,99.4,2.83,0.88,,,A,301.4,18.3,A,450.8,13.8,0.0
333,LS8_00006,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.2,0.24,100.0,2.25,0.73,,,A,302.8,18.0,A,450.8,13.7,0.0
334,LS8_00007,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.3,0.26,100.0,2.36,0.79,,,A,300.0,17.5,A,450.8,14.1,0.0
335,LS8_00008,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.23,0.24,100.0,2.51,0.84,,,A,303.2,18.0,A,450.8,14.1,0.0
336,LS8_00009,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.17,0.24,100.0,2.45,0.75,,,A,311.3,18.4,A,450.8,14.3,0.0
337,LS8_00010,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.16,0.26,100.0,2.53,0.73,,,A,314.7,18.9,A,450.8,14.4,0.0
338,LS8_00011,A,2016.06.01,2016.06.03,2016.06.03,2016.06.04,A,1.12,0.22,100.0,2.09,0.78,,,A,316.6,18.9,A,450.8,14.6,0.0
339,LS8_00012,B,2016.06.01,2016.06.03,2016.06.03,2016.06.04,B,1.35,0.33,98.8,3.41,0.83,,,A,319.5,18.9,A,450.8,14.7,0.0
340,LS7_00011,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.18,0.13,100.0,1.83,0.91,,,A,308.4,16.6,A,450.4,13.2,0.0
341,LS7_00012,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.18,0.15,100.0,1.76,0.79,,,A,307.9,16.3,A,450.4,13.2,0.0
342,LS7_00013,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.18,0.14,100.0,2.22,0.75,,,A,311.0,16.0,A,450.4,13.2,0.0
343,LS7_00014,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.13,0.13,100.0,1.57,0.69,,,A,310.6,16.0,A,450.4,13.2,0.0
344,LS7_00015,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.16,0.13,100.0,1.86,0.77,,,A,311.7,16.4,A,450.4,13.2,0.0
345,LS7_00016,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.17,0.13,100.0,1.98,0.7,,,A,312.2,16.2,A,450.4,13.3,0.0
346,LS7_00017,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.15,0.13,100.0,1.51,0.78,,,A,312.0,16.1,A,450.4,13.2,0.0
347,LS7_00018,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.17,0.14,100.0,2.1,0.83,,,A,313.0,16.1,A,450.4,13.3,0.0
348,LS7_00019,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.15,0.13,100.0,1.6,0.79,,,A,313.0,16.1,A,450.4,12.9,0.0
349,LS7_00020,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.15,0.16,99.6,2.93,0.83,,,A,312.9,16.2,A,450.4,13.2,0.0
350,LS7_00050,A,2016.05.19,2016.05.21,2016.08.06,,A,1.15,0.18,100.0,1.77,0.67,,,A,314.7,17.2,A,450.4,14.2,0.0
351,LS7_00051,A,2016.05.19,2016.05.21,2016.08.06,,A,1.16,0.17,100.0,1.7,0.68,,,A,314.6,17.3,A,450.4,14.3,0.0
352,LS7_00052,A,2016.05.19,2016.05.21,2016.08.06,,A,1.15,0.17,100.0,1.78,0.67,,,A,314.5,17.2,A,450.3,14.2,0.0
353,LS7_00053,A,2016.05.19,2016.05.21,2016.08.06,,A,1.16,0.18,100.0,1.78,0.61,,,A,313.9,17.2,A,450.3,14.1,0.0
354,LS7_00054,A,2016.05.19,2016.05.21,2016.08.06,,A,1.16,0.2,100.0,1.76,0.69,,,A,312.8,17.0,A,450.4,14.1,0.0
355,LS7_00055,A,2016.05.19,2016.05.21,2016.08.06,,A,1.08,0.11,100.0,1.52,0.77,,,A,314.7,17.1,A,450.3,14.2,0.0
356,LS7_00056,A,2016.05.19,2016.05.21,2016.08.06,,A,1.07,0.13,100.0,1.59,0.62,,,A,315.0,17.2,A,450.4,14.2,0.0
357,LS7_00057,A,2016.05.19,2016.05.21,2016.08.06,,A,1.09,0.15,100.0,1.64,0.63,,,A,315.5,17.4,A,450.4,14.3,0.0
358,LS7_00058,A,2016.05.19,2016.05.21,2016.08.06,,A,1.12,0.15,100.0,1.63,0.67,,,A,316.0,17.2,A,450.3,14.3,0.0
359,LS7_00059,A,2016.05.19,2016.05.21,2016.08.06,,A,1.1,0.14,100.0,1.77,0.7,,,A,315.6,17.4,A,450.4,14.3,0.0
360,LS7_00060,A,2016.05.19,2016.05.21,2016.08.06,,A,1.1,0.15,100.0,1.68,0.73,,,A,315.6,17.4,A,450.3,14.3,0.0
361,LS7_00061,A,2016.05.19,2016.05.21,2016.08.06,,A,1.14,0.2,100.0,2.17,0.65,,,A,315.2,17.3,A,450.3,14.3,0.0
362,LS7_00062,A,2016.05.19,2016.05.21,2016.08.06,,A,1.16,0.18,100.0,2.16,0.71,,,A,315.6,17.7,A,450.4,14.4,0.0
363,LS7_00063,A,2016.05.19,2016.05.21,2016.08.05,,A,1.19,0.2,99.7,2.71,0.77,,,A,315.8,17.4,A,450.3,14.3,0.0
364,LS7_00064,A,2016.05.19,2016.05.21,2016.08.05,,A,1.16,0.17,100.0,1.85,0.8,,,A,313.2,17.7,A,450.5,14.2,0.0
365,LS7_00065,A,2016.05.19,2016.05.21,2016.08.05,,A,1.12,0.17,100.0,1.72,0.67,,,A,312.8,17.3,A,450.3,14.1,0.0
366,LS7_00066,A,2016.05.19,2016.05.21,2016.08.05,,A,1.2,0.2,100.0,1.87,0.72,,,A,314.5,17.4,A,450.3,14.3,0.0
367,LS7_00067,A,2016.05.19,2016.05.21,2016.08.05,,A,1.19,0.2,100.0,1.96,0.66,,,A,314.8,17.7,A,450.4,14.4,0.0
368,LS7_00068,A,2016.05.19,2016.05.21,2016.08.05,,A,1.23,0.18,100.0,1.9,0.91,,,A,315.8,17.9,A,450.4,14.5,0.0
369,LS7_00069,A,2016.05.19,2016.05.21,2016.08.05,,A,1.25,0.18,100.0,1.93,0.75,,,A,318.6,16.7,A,450.5,13.6,0.0
370,LS7_00070,A,2016.05.19,2016.05.21,2016.08.04,,A,1.24,0.21,100.0,2.33,0.72,,,A,314.9,17.5,A,450.4,14.3,0.0
371,LS7_00071,A,2016.05.19,2016.05.21,2016.08.04,,A,1.25,0.19,100.0,2.01,0.93,,,A,316.6,17.7,A,450.4,14.5,0.0
372,LS7_00072,A,2016.05.19,2016.05.21,2016.08.04,,A,1.24,0.19,100.0,2.26,0.8,,,A,318.3,17.5,A,450.4,14.5,0.0
373,LS7_00073,A,2016.05.19,2016.05.21,2016.08.04,,A,1.24,0.21,100.0,2.03,0.73,,,A,315.3,17.7,A,450.5,14.4,0.0
374,LS7_00074,A,2016.05.19,2016.05.21,2016.08.04,,A,1.19,0.22,100.0,1.97,0.75,,,A,317.4,17.7,A,450.5,14.5,0.0
375,LS7_00075,A,2016.05.19,2016.05.21,2016.08.04,,A,1.24,0.2,100.0,2.06,0.84,,,A,316.9,17.6,A,450.4,14.4,0.0
376,LS7_00076,A,2016.05.19,2016.05.21,2016.08.03,,A,1.22,0.22,100.0,2.18,0.77,,,A,315.0,17.5,A,450.4,14.4,0.0
377,LS7_00077,A,2016.05.19,2016.05.21,2016.08.03,,A,1.13,0.17,100.0,1.75,0.71,,,A,314.2,17.8,A,450.5,14.4,0.0
378,LS7_00078,A,2016.05.19,2016.05.21,2016.08.03,,A,1.17,0.18,100.0,1.84,0.72,,,A,315.4,16.9,A,450.5,13.5,0.0
379,LS7_00079,A,2016.05.19,2016.05.21,2016.08.03,,A,1.2,0.17,100.0,1.93,0.71,,,A,316.4,16.5,A,450.5,13.5,0.0
380,LS7_00080,A,2016.05.19,2016.05.21,2016.08.03,,A,1.26,0.15,100.0,1.86,0.76,,,A,317.7,16.7,A,450.4,13.6,0.0
381,LS7_00081,A,2016.05.19,2016.05.21,2016.08.03,,A,1.21,0.14,100.0,1.77,0.82,,,A,316.9,17.7,A,450.4,14.5,0.0
382,LS7_00082,A,2016.05.19,2016.05.21,2016.08.03,,A,1.25,0.16,100.0,1.8,0.77,,,A,317.8,17.9,A,450.4,14.7,0.0
383,LS7_00083,A,2016.05.19,2016.05.21,2016.08.03,,A,1.25,0.18,100.0,1.84,0.8,,,A,317.2,17.8,A,450.5,14.5,0.0
384,LS7_00084,A,2016.05.19,2016.05.21,2016.08.03,,A,1.26,0.17,100.0,1.92,0.77,,,A,317.5,18.0,A,450.4,14.6,0.0
385,LS7_00085,A,2016.05.19,2016.05.21,2016.08.03,,A,1.3,0.16,100.0,2.03,0.88,,,A,319.5,16.7,A,450.7,13.4,0.0
386,LS6_00001,A,2016.05.18,2016.05.21,2016.05.21,,A,1.38,0.22,100.0,2.2,0.76,,,A,305.0,16.1,A,450.6,13.5,0.0
387,LS6_00002,A,2016.05.18,2016.05.21,2016.05.21,,A,1.21,0.22,100.0,2.36,0.76,,,A,294.8,15.0,A,450.7,12.8,0.0
388,LS6_00003,A,2016.05.18,2016.05.21,2016.05.21,,A,1.15,0.19,99.3,3.19,0.75,,,A,292.0,15.1,A,450.7,12.8,0.0
389,LS6_00004,A,2016.05.18,2016.05.21,2016.05.21,,A,1.15,0.2,100.0,1.85,0.67,,,A,293.1,15.3,A,450.7,12.9,0.0
390,LS6_00005,A,2016.05.18,2016.05.21,2016.05.21,,A,1.22,0.25,99.6,2.62,0.68,,,A,295.9,15.1,A,450.7,12.9,0.0
391,LS6_00006,A,2016.05.18,2016.05.21,2016.05.21,,A,1.16,0.19,99.6,2.62,0.68,,,A,297.9,15.2,A,450.7,13.0,0.0
392,LS6_00007,A,2016.05.18,2016.05.21,2016.05.21,,A,1.2,0.24,99.3,2.87,0.8,,,A,299.6,15.2,A,450.7,13.0,0.0
393,LS6_00008,A,2016.05.18,2016.05.21,2016.05.21,,A,1.43,0.22,100.0,2.51,0.95,,,A,308.2,15.2,A,450.7,13.2,0.0
394,LS6_00009,A,2016.05.18,2016.05.21,2016.05.21,,A,1.13,0.22,100.0,2.44,0.71,,,A,299.6,15.6,A,450.7,13.0,0.0
395,LS6_00010,A,2016.05.18,2016.05.21,2016.05.21,,A,1.19,0.19,99.6,3.15,0.75,,,A,302.5,15.5,A,450.7,13.0,0.0
396,LS6_00011,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.14,0.19,99.3,3.14,0.74,,,A,303.8,15.3,A,450.7,13.1,0.0
397,LS6_00012,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.16,0.13,100.0,2.38,0.84,,,A,306.4,15.6,A,450.6,13.1,0.0
398,LS6_00013,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.15,0.13,99.6,3.13,0.77,,,A,305.6,15.5,A,450.7,13.2,0.0
399,LS6_00014,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.16,0.14,100.0,2.0,0.68,,,A,306.7,15.3,A,450.7,13.1,0.0
400,LS6_00015,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.15,0.13,100.0,1.76,0.73,,,A,308.4,15.5,A,450.6,13.2,0.0
401,LS6_00016,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.17,0.14,100.0,1.99,0.76,,,A,307.3,16.0,A,450.7,13.2,0.0
402,LS6_00017,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.17,0.15,100.0,1.95,0.82,,,A,308.7,15.8,A,450.6,13.2,0.0
403,LS6_00018,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.13,0.13,100.0,1.99,0.85,,,A,306.4,15.5,A,450.6,13.1,0.0
404,LS6_00019,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,1.19,0.13,100.0,2.12,0.83,,,A,309.7,15.7,A,450.6,13.2,0.0
405,LS6_00033,A,2016.05.18,2016.05.21,2016.06.02,,A,1.21,0.15,100.0,1.95,0.8,,,A,312.4,15.8,A,450.6,13.2,0.0
406,LS6_00034,A,2016.05.18,2016.05.21,2016.06.02,,A,1.19,0.17,100.0,1.92,0.78,,,A,312.0,15.8,A,450.4,13.4,0.0
407,LS6_00035,A,2016.05.18,2016.05.21,2016.06.02,,A,1.24,0.15,100.0,2.02,0.81,,,A,311.1,16.1,A,450.6,13.3,0.0
408,LS6_00036,A,2016.05.18,2016.05.21,2016.06.02,,A,1.28,0.19,100.0,2.49,0.83,,,A,312.4,16.0,A,450.7,13.2,0.0
409,LS6_00037,A,2016.05.18,2016.05.21,2016.06.02,,A,1.32,0.18,100.0,2.19,0.9,,,A,314.4,15.7,A,450.6,13.2,0.0
410,LS6_00038,A,2016.05.18,2016.05.21,2016.06.02,,A,1.35,0.27,99.6,2.71,0.79,,,A,312.8,15.6,A,450.7,13.2,0.0
411,LS6_00039,A,2016.05.18,2016.05.21,2016.06.02,,A,1.33,0.21,100.0,2.48,0.89,,,A,312.3,16.0,A,450.7,13.2,0.0
412,LS6_00040,A,2016.05.18,2016.05.21,2016.06.02,,A,1.49,0.24,99.0,2.89,0.96,,,A,317.6,15.9,A,450.6,13.3,0.0
413,LS6_00041,A,2016.05.18,2016.05.21,2016.05.24,,A,1.35,0.17,100.0,2.23,1.0,,,A,313.8,15.7,A,450.6,13.2,0.0
414,LS6_00042,A,2016.05.18,2016.05.21,2016.05.24,,A,1.35,0.15,100.0,2.13,1.03,,,A,312.9,15.8,A,450.6,13.3,0.0
415,LS6_00043,A,2016.05.18,2016.05.21,2016.05.24,,A,1.36,0.23,100.0,2.54,0.89,,,A,313.0,15.7,A,450.5,13.2,0.0
416,LS6_00044,B,2016.05.18,2016.05.21,2016.05.24,,B,1.82,0.23,98.6,3.26,1.14,,,A,327.1,15.9,A,450.5,13.4,0.0
417,LS6_00045,A,2016.05.18,2016.05.21,2016.05.24,,A,1.26,0.19,100.0,2.17,0.81,,,A,310.2,15.3,A,450.6,13.1,0.0
418,LS6_00046,B,2016.05.18,2016.05.21,2016.05.24,,B,1.37,0.27,98.6,2.82,0.96,,,A,312.3,16.0,A,450.6,13.1,0.0
419,LS6_00047,A,2016.05.18,2016.05.21,2016.05.24,,A,1.39,0.28,99.6,2.95,0.82,,,A,313.8,16.0,A,450.6,13.2,0.0
420,LS6_00048,A,2016.05.18,2016.05.21,2016.05.24,,A,1.41,0.23,99.3,2.93,0.98,,,A,314.1,16.3,A,450.6,13.3,-1.0
421,LS6_00049,A,2016.05.18,2016.05.21,2016.05.24,,A,1.45,0.26,99.0,2.76,0.93,,,A,315.6,16.2,A,450.6,13.3,0.0
422,LS6_00050,A,2016.05.18,2016.05.21,2016.05.24,,A,1.34,0.21,100.0,2.54,0.91,,,A,312.9,16.1,A,450.6,13.2,0.0
423,LS6_00051,A,2016.05.18,2016.05.21,2016.05.24,,A,1.37,0.24,100.0,2.48,0.76,,,A,314.2,15.8,A,450.5,13.2,0.0
424,LS6_00052,A,2016.05.18,2016.05.21,2016.05.24,,A,1.35,0.25,99.0,2.84,0.87,,,A,313.8,15.8,A,450.6,13.2,0.0
425,LS6_00053,A,2016.05.18,2016.05.21,2016.05.24,,A,1.34,0.22,100.0,2.35,0.86,,,A,315.0,15.9,A,450.6,13.3,0.0
426,LS6_00054,A,2016.05.18,2016.05.21,2016.05.24,,A,1.36,0.23,99.3,2.87,0.82,,,A,314.8,15.7,A,450.5,13.3,0.0
427,LS6_00055,A,2016.05.18,2016.05.21,2016.05.24,,A,1.32,0.2,100.0,2.54,0.83,,,A,313.7,15.9,A,450.6,13.2,0.0
428,LS6_00056,A,2016.05.18,2016.05.21,2016.05.24,,A,1.33,0.21,100.0,2.55,0.92,,,A,314.3,15.8,A,450.5,13.3,0.0
429,LS6_00057,A,2016.05.18,2016.05.21,2016.05.24,,A,1.3,0.21,100.0,2.45,0.87,,,A,314.4,16.0,A,450.5,13.3,0.0
